År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,1558.9420000000002,780.3159999999993,1003.1849999999998,262.486,1176.2390000000014,4781.184,3604.9319999999984
1991,1464.549,768.7089999999994,1003.185,274.06600000000003,968.3449999999996,4478.816999999997,3510.481
1992,1370.0909999999994,747.1209999999996,1003.185,241.55500000000012,1106.7420000000002,4468.7059999999965,3361.9519999999975
1993,1707.0519999999992,707.1769999999998,1257.1329999999996,292.45500000000004,1026.8660000000007,4990.688999999996,3963.8189999999986
1994,2246.1980000000012,692.5779999999997,1183.7059999999997,283.437,955.9140000000002,5361.833000000004,4405.916999999999
1995,2869.2670000000026,688.1049999999997,1528.2389999999996,272.627,1083.38,6441.629,5358.246999999996
1996,3316.5420000000013,684.6009999999997,1553.906000000001,296.444,861.0640000000004,6712.543999999999,5851.488000000001
1997,3785.6759999999995,680.5479999999997,1578.38,461.20299999999986,1127.7569999999994,7633.556999999995,6505.795999999997
1998,4265.540000000001,676.5659999999997,1444.0010000000007,468.1980000000001,1008.2569999999992,7862.552000000001,6854.299999999996
1999,4268.5790000000015,672.9669999999999,1316.465,287.687,992.7809999999996,7538.480000000002,6545.7029999999995
2000,4397.973999999999,669.3819999999997,1199.4940000000008,289.85100000000006,1091.8790000000006,7648.580999999996,6556.703000000006
2001,3882.6500000000005,797.7889999999991,1167.892000000001,300.762,885.7080000000002,7034.794999999999,6149.077000000003
2002,4107.722,779.4719999999996,1117.0599999999995,317.228,953.732,7275.201999999999,6321.458999999999
2003,5001.334000000002,778.3910000000006,1106.0249999999992,317.437,951.0939999999999,8154.278000000003,7203.186999999996
2004,4936.412999999999,769.1689999999994,1066.9030000000007,351.9360000000001,992.3179999999994,8116.723000000006,7124.405000000001
2005,5434.411000000001,766.1140000000007,1067.3400000000008,299.32899999999995,1135.997,8703.168999999998,7567.164999999999
2006,6915.362999999998,778.043,1092.961,314.30400000000003,997.4760000000005,10098.145999999997,9100.684000000007
2007,7195.325000000002,765.8790000000006,1120.527,328.201,1099.4069999999995,10509.321,9409.916000000008
2008,7124.714999999996,751.0579999999999,1117.6779999999997,424.02700000000016,1006.1259999999996,10423.595000000001,9417.475999999999
2009,8088.122000000003,737.9490000000008,1121.7069999999999,342.49600000000004,964.0989999999997,11254.350000000006,10290.252999999999
2010,8077.661999999998,738.7250000000003,1151.4870000000008,369.51199999999994,825.4890000000003,11162.867999999995,10337.379
2011,8395.588000000002,723.8479999999992,1131.0889999999986,578.8679999999999,1088.2059999999997,11917.603,10829.395999999995
2012,9381.878999999997,776.1339999999999,1134.4769999999999,370.63999999999993,993.5950000000004,12656.715000000011,11663.122000000003
2013,9109.513000000003,804.6119999999996,1165.7060000000001,297.5129999999999,953.7030000000003,12331.050999999998,11377.349999999999
2014,9926.881733785243,686.506112809441,1201.3945703729717,302.61949857204013,643.8422665620482,12761.244182101747,12117.401915539689
2015,9947.524000000005,789.7419999999993,1241.0740000000014,219.22299999999993,1126.0319999999995,13323.589000000004,12197.56099999999
2016,9780.73352133918,777.848096701774,1284.1395793052516,286.75088481024784,712.6738337655338,12842.14591592199,12129.47208215645
2017,10349.807889267366,785.7304473626738,1218.9571455307093,339.2145075732667,847.6476096438595,13541.357599377869,12693.709989734025
2018,10404.244440069975,656.9413781500098,1254.9760090501743,309.8440626282581,639.2876310344063,13265.29352093282,12626.005889898426
2019,10927.884438410676,647.2269667326854,1250.6919247307433,277.4330787549964,635.6915694535332,13738.927978082633,13103.236408629096
2020,11836.342390706284,688.687662870923,1239.1688944166829,283.84799162771657,796.0551319539406,14844.10207157555,14048.046939621605
