År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,0.414,9787.205,2844.943,230.43,6711.1140000000005,19574.105,12862.991
1991,0.519,9579.106,2844.943,336.759,5690.088,18451.415,12761.327
1992,0.625,9285.002,2844.943,167.546,6115.426,18413.540999999997,12298.116
1993,0.858,8721.725,2842.159,200.952,6957.237999999999,18722.931,11765.692000000001
1994,0.76,8353.106,2818.2780000000002,249.043,6754.718,18175.904,11421.186
1995,0.945,8342.418,2926.07,321.623,6929.861,18520.917999999998,11591.056999999999
1996,1.193,8246.877,3340.281,260.692,5433.158,17282.202,11849.043
1997,1.244,8149.718,3170.033,272.59299999999996,6527.6269999999995,18121.214,11593.586000000001
1998,0.778,8053.1669999999995,3222.775,296.895,6763.752,18337.365999999998,11573.614
1999,1.556,7957.686,3128.036,276.75,7284.143999999999,18648.173,11364.028
2000,1.859,7860.853,2889.42,263.004,7952.4839999999995,18967.619,11015.136
2001,1.509,7743.896000000001,2830.138,289.04200000000003,6796.222000000001,17660.808,10864.586000000001
2002,0.0,7450.313,2539.848,375.82800000000003,6496.937,16862.926,10365.989000000001
2003,0.0,7536.986000000001,2540.33,280.09299999999996,5998.318,16355.726999999999,10357.408
2004,0.0,7480.079000000001,2332.636,422.871,6356.075,16591.663,10235.588
2005,8.014,7167.968,2147.6530000000002,298.539,6506.655,16128.829,9622.172999999999
2006,0.811,7709.561000000001,2446.362,320.80899999999997,6917.526000000001,17395.069,10477.543
2007,34.952,7639.0380000000005,2551.805,291.798,7172.373,17689.965,10517.591999999999
2008,0.0,7569.972,2530.964,362.409,7698.393,18161.737,10463.345000000001
2009,0.0,7570.477,2730.071,340.39,6874.386,17515.324,10640.938
2010,0.0,7626.822,2558.5840000000003,299.214,6526.402,17011.023,10484.621
2011,0.0,7566.59,2595.5769999999998,258.493,7172.019,17592.679,10420.66
2012,0.0,7691.0,2654.0,328.0,7116.0,17790.0,10673.0
2013,0.0,7885.049,2764.013,325.07899999999995,6775.655,17749.795000000002,10974.142
2014,0.0,6660.681431954153,2731.573995633165,330.1723256,5704.693088373898,15427.120841561207,9722.427753187309
2015,0.0,7478.687,3034.762,211.511,6995.476000000001,17720.435999999998,10724.958
2016,0.0,7539.067729996001,3029.0137046372,359.6631906,5378.9534970390005,16306.698122272202,10927.744625233201
2017,0.0,7525.914291446886,3009.331700772887,404.57865919999995,6098.981174946578,17038.80582636635,11028.385903246344
2018,0.0,6978.336383008977,3084.57240315894,399.1081934,5429.4589628504145,15891.47594241833,10462.016979567916
2019,0.0,6850.700843321803,3191.9993649999296,378.51744859999997,5486.631263029644,15907.848919951368,10421.217656921724
2020,0.0,7090.6677539880175,3170.5496799095026,323.2243572,5972.833172374191,16557.274963471715,10584.441791097523
