År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,4573.622000000001,4924.820999999999,3458.724,975.071,37572.87300000001,51505.10099999997,13932.220000000001
1991,4288.097999999999,4924.821,3458.724,921.962,32150.85900000001,45744.418000000005,13593.567999999996
1992,4002.526999999999,4924.821000000002,3458.7239999999997,779.047,38131.18,51296.286,13165.100000000002
1993,4721.3600000000015,4924.821000000002,4320.913999999999,956.6709999999998,35457.773,50381.53299999998,14923.759
1994,6502.676000000001,4924.821000000002,4586.113000000001,702.9089999999999,29255.203999999998,45971.712,16716.507999999998
1995,8218.880999999998,4924.820999999999,6041.754999999995,701.4629999999999,36533.769,56420.681000000004,19886.903000000002
1996,9570.943999999998,4924.820999999999,6144.750000000001,774.8130000000001,31339.884000000002,52755.20000000001,21415.319000000003
1997,11386.326000000005,4924.820999999999,6100.722000000001,1478.9030000000002,41047.20199999999,64937.963000000025,23890.762000000013
1998,12873.285000000007,4924.821000000002,5511.989999999999,718.2429999999999,34451.14800000001,58479.47100000001,24028.335000000017
1999,12571.814000000006,4924.821000000002,5342.240000000003,681.19,30719.750000000004,54239.804000000026,23520.061999999998
2000,12754.750999999997,4924.820999999999,4992.716000000001,819.433,35846.578000000016,59338.295,23491.714000000014
2001,11415.034999999998,8476.096000000003,4408.096,742.547,28980.194,54021.961999999985,25041.779000000002
2002,13062.069999999998,8427.276000000002,4469.378000000001,977.8819999999997,32314.771999999997,59251.37699999997,26936.612
2003,16442.729000000007,8429.073000000002,4419.631,951.49,32401.98099999999,62644.91499999998,30242.927000000007
2004,15604.601999999993,8412.382,4428.649999999998,1041.886,34156.20400000002,63643.72799999999,29487.522999999997
2005,17953.378000000004,8483.443999999998,4291.290000000001,774.378,39674.501,71176.99099999997,31502.486000000008
2006,21751.475,8497.816999999995,4250.566000000003,781.371,33506.647000000004,68787.85999999996,35281.219
2007,23563.508999999995,8467.261,4240.098,915.193,37587.227999999996,74773.28299999997,37186.066000000006
2008,24330.573000000004,8474.341000000002,4264.324999999996,917.0310000000001,30874.34399999999,68860.61599999995,37986.26599999998
2009,28139.046,8462.997000000008,4399.920999999998,871.731,31931.627000000008,73805.31200000003,41873.69100000003
2010,28892.135,8477.268999999998,4498.794000000003,1284.4769999999999,28136.136,71288.81600000002,43152.678000000036
2011,31120.664999999994,8505.964,4361.2840000000015,999.1069999999999,36972.465,81959.47499999998,44987.020000000004
2012,35204.0,8710.0,4338.0,953.0,32461.0,81676.0,49213.0
2013,34909.97,8767.778999999999,4413.286999999998,1192.4410000000003,31614.527999999995,80898.006,49283.47500000002
2014,38616.26460929221,7584.923424303739,4489.3458013029,1027.802924,21173.652882522296,72891.98964142111,51718.336758898855
2015,37992.32300000001,8033.555,4610.496999999999,1014.6999999999999,36821.99499999999,88473.06800000003,51651.07699999999
2016,36817.31246976346,7923.895066543878,4581.515440734513,1112.8582299999998,24615.995751822837,75051.57695886474,50435.58120704187
2017,40514.29620457026,7964.646977842957,4490.967185579374,1225.6138,31784.67800211084,85980.20217010335,54237.65526824164
2018,41082.294287245684,7650.555839254477,4845.118397880163,1163.1014,21738.363529802755,76479.433454183,54741.06992438033
2019,42708.65483436915,7670.901921508403,4886.981747681017,1159.26117,23376.464791995208,79802.26446555376,56425.79967355858
2020,46605.45913616651,7732.7910963238755,4946.846448376578,1241.3368400000004,30291.019593873643,90817.45311474057,60526.43352086694
