År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,518.338,3174.813,1390.3020000000001,379.95700000000005,7435.205,12898.614,5463.407999999999
1991,411.445,3174.813,1390.3020000000001,382.139,6131.7210000000005,11490.416,5358.695000000001
1992,304.548,3174.8129999999996,1390.302,390.753,7168.201000000001,12428.611,5260.413999999999
1993,430.321,3174.813,1683.753,203.743,5835.718,11328.347,5492.627000000001
1994,599.9069999999999,3174.813,1527.4970000000003,373.829,6299.826999999999,11975.868999999999,5676.045
1995,685.4789999999999,3174.813,2195.218,358.22299999999996,6336.838,12750.57,6413.732
1996,821.1300000000001,3174.813,1995.8940000000002,382.95000000000005,4579.237,10954.021999999999,6374.786
1997,951.8870000000001,3174.813,2003.832,385.583,6155.759,12671.872,6516.114
1998,1212.006,3174.813,1468.7879999999996,359.274,6038.739,12253.618,6214.880999999999
1999,1284.798,3174.813,1234.3600000000001,366.07899999999995,6518.223000000001,12578.269,6060.046999999999
2000,2579.978,3174.813,1213.083,346.699,6472.0830000000005,13786.654,7314.575000000001
2001,1325.3509999999999,4018.0969999999998,1440.745,355.36199999999997,5281.201999999999,12420.760000000002,7139.554
2002,1405.794,3998.343,1603.98,405.09,5927.5380000000005,13340.746,7413.207
2003,1445.7400000000002,3994.617,1336.5160000000003,353.575,5792.907,12923.358,7130.449999999999
2004,1855.499,4002.804,1283.6579999999997,334.092,5988.267000000002,13464.324999999999,7476.055999999999
2005,2070.2889999999998,4025.9239999999995,1414.1039999999998,327.14599999999996,6726.861,14564.325000000003,7837.463999999999
2006,2021.8890000000004,4030.561999999999,1496.2710000000002,303.306,5876.279,13728.309,7852.028000000001
2007,2550.496,4036.037,1481.683,320.997,6831.017999999998,15220.232,8389.213
2008,2875.3269999999998,4038.584,1416.0900000000004,253.272,6871.375,15454.649000000001,8583.269
2009,3326.293,4043.9009999999994,1517.5329999999997,308.491,5879.912000000001,15076.130000000003,9196.215
2010,3235.9029999999993,4060.8309999999997,1610.5310000000002,323.58899999999994,4496.369,13727.222,9230.853
2011,3282.386,4074.3439999999996,1590.1870000000001,282.798,6425.421,15655.135,9229.714
2012,3521.0,4049.0,1597.0,241.0,6553.0,15960.0,9408.0
2013,3375.224,4054.026,1637.1760000000002,247.27,5894.609,15208.307,9313.696
2014,3447.864234706331,3056.493454895371,1568.4568619097777,248.02,5270.789999579237,13591.624551090717,8320.83455151148
2015,3642.258,3577.533,1687.429,238.96500000000003,7347.287,16493.468,9146.184
2016,3897.1754015567003,3488.2802322734196,1669.9479199265868,252.9358440579,5699.843064827701,15008.18246264231,9308.339397814607
2017,3606.590872531059,3515.1348377788454,1651.553252407028,233.46784681280002,6769.145274951683,15775.892084481415,9030.830484036844
2018,3613.8106922014613,3652.8038941997374,1468.2257917706518,313.3802253213,5192.335617050897,14240.556220544051,9048.220603493153
2019,4259.955589716938,3648.945518368251,1439.6798802028438,291.75,4494.882291041083,14135.213279329118,9640.330988288035
2020,4119.75057577593,3655.3045970381663,1697.426453070712,288.27200000000005,6075.264985071127,15836.018610955936,9760.75362588481
