År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,63.449999999999996,1.663,27.698999999999995,0.0,88.97899999999997,181.795,92.81099999999999
1991,56.79699999999999,1.663,27.698999999999987,0.0,88.93500000000002,175.08899999999997,86.15700000000001
1992,50.13999999999999,1.663,27.698999999999987,0.0,103.63700000000003,183.14100000000002,79.501
1993,67.373,1.663,32.150999999999996,0.0,95.92399999999999,197.11300000000006,101.188
1994,49.10900000000001,1.663,45.67100000000001,0.0,76.85,173.29100000000003,96.444
1995,68.721,1.663,51.80200000000001,0.014,90.74700000000003,212.949,122.20000000000003
1996,66.101,1.663,58.23000000000002,0.05,102.193,228.235,126.042
1997,125.551,1.663,58.728,0.05,102.90000000000002,288.89199999999994,185.99100000000004
1998,196.389,1.663,51.32,0.05,91.05000000000003,340.4680000000001,249.42300000000003
1999,202.21100000000004,1.663,48.761,0.084,89.33800000000001,342.05800000000005,252.721
2000,303.075,1.663,47.861000000000004,0.054000000000000006,104.262,456.91400000000004,352.65399999999994
2001,346.478,2.47,44.084,0.054000000000000006,90.08700000000002,483.172,393.08599999999996
2002,333.87800000000004,2.47,39.256,0.054000000000000006,91.33899999999997,466.99400000000026,375.6569999999999
2003,394.21500000000003,2.47,40.831,0.054000000000000006,95.07400000000001,532.645,437.57200000000006
2004,321.938,2.47,45.263,0.0,89.76099999999998,459.4309999999998,369.6680000000001
2005,247.325,2.521,35.922000000000004,0.0,101.32400000000003,387.08600000000007,285.76300000000003
2006,266.28499999999997,2.521,35.228,0.0,94.42399999999999,398.45399999999984,304.03199999999987
2007,279.91,2.521,35.312,0.0,102.475,420.21500000000015,317.73999999999995
2008,295.011,2.521,36.24399999999999,0.0,84.18599999999998,417.96299999999997,333.775
2009,451.71,2.521,36.537000000000006,0.0,84.40199999999997,575.164,490.76599999999996
2010,468.53000000000003,2.521,35.092999999999996,0.0,90.913,597.0570000000001,506.14099999999974
2011,506.79299999999995,2.521,35.160000000000004,0.0,96.48599999999999,640.9580000000001,544.4739999999998
2012,650.3710000000001,2.47,36.399,3.8,87.40299999999999,780.4420000000002,693.0389999999996
2013,746.2890000000001,2.521,37.67500000000002,1.26,93.548,881.291,787.745
2014,718.2198515191956,2.459749682159143,40.15220164556888,3.5,52.89896693845289,817.2307697853765,764.3318028469236
2015,688.066,2.585,40.467,0.0,97.74799999999999,828.8630000000003,731.1170000000001
2016,680.83075867133,3.5118361320762,34.20246772572732,1.84,57.36893791184831,777.7540004409817,720.3850625291334
2017,820.201337800107,3.7028044499511497,37.70240882159301,1.5,75.88811348024691,938.994664551898,863.1065510716512
2018,757.3931341500653,2.818847867681784,36.04798450000113,2.33,52.64672226430091,851.2366887820491,798.5899665177482
2019,895.1463552904563,2.821763414519586,38.40579420592322,1.1,54.853254365709255,992.3271672766085,937.473912910899
2020,952.1111253677609,2.812044925060245,36.68490448320445,2.101,68.31110547058236,1062.0201802466079,993.7090747760252
