År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,0.414,11110.542,5022.388,531.4300000000001,7250.533,23915.307,16664.773999999998
1991,0.519,10874.320999999998,5022.388,652.559,6230.798,22780.583,16549.787
1992,0.625,10540.945000000002,5022.388,379.352,6619.022,22562.331999999995,15943.31
1993,0.925,9902.837000000003,6218.584,356.764,7472.735000000001,23951.845,16479.108
1994,0.827,9485.118000000002,4570.064,410.2729999999999,7382.257,21848.54,14466.283000000001
1995,1.012,9472.638,6628.379000000001,493.98299999999995,7534.877,24130.892,16596.013
1996,1.26,9364.706,6184.599,437.232,5904.573,21892.372000000003,15987.796999999999
1997,1.311,9254.957,6001.554,472.429,7009.201999999999,22739.452,15730.249000000002
1998,0.888,9145.665,5739.472999999999,485.03499999999997,7317.947,22689.007,15371.059
1999,1.65,9037.626999999997,5630.548,457.38199999999995,7979.785999999998,23106.993,15127.208000000002
2000,1.968,8928.205,5145.563,424.895,8696.624,23197.255,14500.632
2001,1.5759999999999998,8774.578,4768.709999999999,470.95000000000005,7469.923000000001,21485.739,14015.814
2002,0.0,8455.433,4098.4039999999995,515.505,7045.214,20114.558999999997,13069.345000000001
2003,0.0,8542.319,3999.0919999999996,414.31299999999993,6586.915000000001,19542.638,12955.721000000001
2004,0.0,8477.117,4031.055,583.257,6943.505999999999,20034.937,13091.431
2005,8.014,8148.921,3848.6810000000005,450.41999999999996,7004.521999999999,19460.560000000005,12456.036999999998
2006,0.812,8722.780999999997,4269.944,467.37799999999993,7544.62,21005.534,13460.916
2007,34.952,8643.395,4388.038,435.88699999999994,7766.82,21269.092,13502.271999999999
2008,0.0,8560.46,4322.169000000001,535.681,8405.272000000003,21823.578999999998,13418.309000000003
2009,0.0,8556.739,4545.403000000001,472.69699999999995,7480.321,21055.160000000003,13574.839
2010,0.0,8626.021000000002,4370.179,440.823,7083.406999999999,20520.43,13437.023
2011,0.0,8553.035,4547.688999999999,390.193,7795.714999999999,21286.632999999998,13490.918000000001
2012,0.0,8728.0,4632.0,445.0,7739.0,21548.0,13807.0
2013,0.0,8948.603000000001,4814.298,449.479,7368.354,21580.733,14212.381
2014,0.0439817769043478,7519.382385932687,5010.617836569453,431.7723256,6289.598081423132,19251.414611302167,12961.816529879034
2015,0.076,8493.795,5506.028,306.81100000000004,7644.633,21951.344,14306.708999999999
2016,0.0366339225739,8622.160054861799,5405.384373603579,467.4631906,5838.5150043667,20333.559257354656,14495.044252987953
2017,0.0119865391304348,8537.739227123197,5483.454983706473,521.6786592,6638.433342665967,21181.31819923477,14712.686867706134
2018,0.0,7898.111669098783,5102.893673011557,462.50819340000004,5909.086595552299,19372.60013106264,13463.513535510338
2019,0.0,7737.034899657106,5344.735243014851,429.0374486,6066.859531158504,19577.667122430452,13510.807591271949
2020,0.0,8045.961520139198,5143.861030772436,367.42435720000003,6565.590620010502,20122.837528122138,13557.246908111638
