År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,3314.204,4657.321,2825.107,975.071,24408.498000000003,36180.19499999999,11771.693000000001
1991,3072.1299999999997,4657.321,2825.107,921.962,19681.512999999995,31158.00500000001,11476.493999999999
1992,2830.024,4657.321000000003,2825.107,779.047,23246.861999999997,34338.34999999999,11091.488000000003
1993,3432.6730000000002,4657.321000000003,3609.482,956.6309999999999,21641.931,34298.03499999999,12656.1
1994,5038.829000000001,4657.321000000003,3229.181000000001,702.8689999999999,18472.21,32100.406999999992,13628.193000000005
1995,6183.816999999999,4657.321,4457.816999999998,701.4229999999999,23544.552999999996,39544.927999999985,16000.369
1996,7251.661000000001,4657.321,4328.969999999999,774.7730000000001,17267.811000000005,34280.524999999994,17012.718000000004
1997,8618.445,4657.321,4291.473,1478.863,26190.930999999993,45237.02400000002,19046.092999999997
1998,9231.981000000002,4657.321000000003,3903.4359999999992,718.203,22061.979,40572.90899999999,18510.937
1999,8836.447000000002,4657.321000000003,3821.516000000001,681.1500000000001,18739.088,36735.51700000001,17996.431
2000,8796.585,4657.321,3506.5490000000004,819.393,20938.087,38717.925999999985,17779.840999999993
2001,6593.838,7888.374000000001,3100.900999999999,742.5070000000001,17148.514000000006,35474.132999999994,18325.621000000003
2002,8673.149999999998,7840.997000000003,3116.3749999999995,977.8419999999998,19424.069000000003,40032.42599999998,20608.361000000015
2003,11111.063999999997,7842.948,3142.857000000001,951.45,19273.67,42321.99300000001,23048.318
2004,10841.462999999998,7827.475999999998,3095.2929999999997,1041.846,20894.383,43700.46399999999,22806.081000000002
2005,11992.379000000003,7899.3499999999985,3060.8950000000013,774.378,24422.076999999994,48149.072999999975,23726.999000000007
2006,15405.998999999998,7910.674999999998,3041.780000000002,781.371,19890.186999999998,47029.996,27139.816
2007,16559.204000000005,7882.498999999999,3024.716,915.193,21954.920000000002,50336.529,28381.61500000001
2008,16550.406,7890.209000000001,3067.766999999999,917.0310000000001,19217.56399999999,47642.97799999999,28425.409999999993
2009,18726.770000000004,7878.5300000000025,3197.190999999999,871.731,19960.384000000002,50634.597999999976,30674.220000000012
2010,19289.911999999997,7890.917,3191.3570000000004,1284.4769999999999,15785.715999999999,47442.38800000002,31656.671000000013
2011,20881.490000000005,7922.084,3120.9990000000003,999.1069999999999,23404.040999999994,56327.71199999999,32923.681000000004
2012,23090.0,8122.0,3092.0,849.0,20517.0,55673.0,35157.0
2013,21980.489000000012,8183.665000000001,3147.0480000000002,1135.7240000000002,18689.177000000003,53136.10700000001,34446.927
2014,25020.521964182015,7071.738250490621,3230.123959030273,949.2699240000001,13240.247442589802,49511.90154029272,36271.65409770289
2015,24173.533,7473.189000000001,3340.952,956.3,23192.608999999997,59136.585,35943.978
2016,22963.8960112357,7367.28812625165,3318.8927868682076,1029.5882299999998,16057.491971175432,50737.157125531,34679.66515435556
2017,24982.0001267369,7407.5286920607305,3234.9609485723577,1144.6038,20961.18302971228,57730.276597082244,36801.252357919366
2018,26442.43104351847,7139.663811698102,3181.3830569308498,1035.1114000000002,14540.900548252243,52339.489860399655,37798.589312147415
2019,27283.30115096278,7160.48222917947,3289.714322664512,1131.94917,15468.343189184734,54333.790061991494,38865.44687280676
2020,29309.37988622062,7220.985200011262,3368.811279425087,1153.17084,19921.882902259178,60974.23010791615,41052.34720565697
