År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,7430.8099999999995,25984.966999999997,15076.019000000008,4628.652000000001,88539.29099999998,141659.72400000002,53120.430000000015
1991,6977.654999999997,25628.690000000006,15076.019,4480.360000000001,71718.40200000006,123881.0609999999,52162.668000000005
1992,6524.426000000003,25124.18199999999,15076.019000000002,5185.871,82495.77799999999,134406.25999999986,51910.47499999997
1993,8132.732000000001,24156.22399999999,17850.293999999998,5208.595,75918.44600000007,131266.28199999998,55347.83199999999
1994,10702.129,23523.46799999999,16552.060999999987,3951.1240000000016,73016.41800000002,127745.1869999999,54728.77
1995,13666.194000000001,23508.027999999995,21079.395,3959.526999999999,81187.97899999995,143401.12499999997,62213.13199999999
1996,15796.316999999995,23346.191999999995,20720.461000000007,4127.518999999999,62016.612999999976,126007.08999999998,63990.478999999985
1997,18028.192000000006,23182.38799999999,20318.878000000004,4922.4710000000005,82114.80399999996,148566.729,66451.92000000003
1998,20318.860000000004,23019.49499999999,19607.546000000013,4121.8369999999995,75468.56000000006,142536.27800000005,67067.73300000005
1999,20220.886999999995,22857.983999999986,18392.24400000001,3530.837,76138.56700000005,141140.50799999997,65001.95000000004
2000,22296.048,22694.395999999997,17256.341,3998.774,83541.27500000002,149786.8209999999,66245.55400000003
2001,19722.132999999983,28899.92800000001,16278.350999999999,3927.7009999999996,67439.67700000003,136267.78499999997,68828.10999999999
2002,20952.023999999998,28343.313000000006,15217.617000000002,3629.9269999999988,70911.04699999999,139053.93999999994,68142.892
2003,25354.177000000014,28441.359,14980.607999999987,2985.797000000001,70790.71200000003,142552.66700000002,71761.947
2004,25057.733,28383.908999999996,15096.209,3185.5669999999996,74341.70000000003,146065.12900000002,71723.427
2005,27744.139,28284.34199999998,15079.526999999993,2713.0939999999996,83979.757,157800.86400000006,73821.09800000007
2006,32718.882000000005,28864.96499999999,15765.271000000002,2662.7809999999995,75278.964,155290.84799999994,80011.88000000003
2007,37134.20499999999,28778.254999999997,15875.456000000002,2818.8619999999996,83039.989,167646.75500000003,84606.77799999999
2008,38648.433000000005,28688.505999999987,15820.707999999991,2773.948,78203.13299999993,164134.72,85931.58600000005
2009,44111.84600000003,28672.39699999999,16508.375000000004,2496.9519999999998,72689.60700000002,164479.16700000004,91789.56399999993
2010,44336.39699999999,28801.42700000001,16535.822000000007,3346.059,61254.04599999997,154273.7570000002,93019.70600000003
2011,48619.933999999994,28753.789999999994,16489.087,2890.0779999999995,81938.91499999998,178691.79999999996,96752.89299999998
2012,54299.0,29057.0,16630.0,2512.0,75863.0,178369.0,102510.0
2013,52691.0,29426.683000000008,17041.458999999995,2776.4880000000007,72430.099,174365.72999999992,101935.61900000008
2014,57529.82317167969,24279.025632870133,17092.127545987732,2601.0332968000007,57206.50858373444,158708.518231072,101502.00964733759
2015,57568.53700000004,27159.484999999993,18332.215000000004,2432.744,85660.24799999998,191153.222,105492.98099999999
2016,56690.666249067726,27059.747381045527,18056.924692428453,2607.7384854418992,62019.150812576605,166434.22762056,104415.07680798361
2017,59962.278413701155,27085.16337610938,18457.620876989236,2894.4749560927985,73740.12546180496,182139.66308469762,108755.22067377632
2018,60255.94930375859,26075.88756762476,17698.979833973033,2869.5265467212994,55638.791846745764,162539.13509882355,106900.34325207766
2019,63379.480830011846,25915.190992727035,18038.622880784278,2780.8089866000005,54751.043049224994,164865.14673934813,110114.10369012324
2020,68643.49946368184,26352.886465675027,18660.244645677274,2850.887593199999,69090.74914738825,185598.26731562236,116507.51816823406
