År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,962.8350000000002,184.9770000000001,392.6060000000001,77.579,626.9849999999994,2244.995,1617.9999999999998
1991,902.68,184.9770000000001,392.6060000000001,66.699,538.5470000000001,2085.488,1546.9469999999994
1992,842.4819999999999,184.9770000000001,392.6060000000001,71.30000000000001,623.2099999999999,2114.5809999999997,1491.3660000000002
1993,993.565,184.9770000000001,484.185,83.14699999999999,586.2359999999998,2332.1109999999994,1745.8759999999993
1994,1368.4460000000001,184.9770000000001,544.6109999999998,59.692,489.0839999999999,2646.8159999999993,2157.728000000002
1995,1729.7359999999994,184.9770000000001,725.2359999999999,61.74999999999999,602.617,3304.319999999998,2701.7000000000007
1996,2014.6310000000003,184.9770000000001,719.8039999999995,75.575,521.2390000000003,3516.2219999999975,2994.989999999999
1997,2397.342,184.9770000000001,730.6729999999998,228.34899999999996,677.9040000000001,4219.244,3541.3330000000005
1998,2710.3069999999984,184.9770000000001,674.4560000000001,200.75900000000004,564.9609999999999,4335.4540000000015,3770.4979999999996
1999,2661.9409999999993,184.9770000000001,627.6059999999999,84.99000000000001,506.40299999999985,4065.9179999999988,3559.5200000000013
2000,2547.233000000001,184.9770000000001,563.6010000000001,86.595,588.1029999999997,3970.509,3382.4029999999984
2001,2248.0820000000003,285.641,563.3369999999995,79.135,484.6469999999999,3660.834999999999,3176.1880000000006
2002,2566.2329999999997,283.544,544.9529999999997,93.689,541.937,4030.339999999999,3488.4009999999994
2003,3244.1490000000017,280.6919999999999,535.8500000000001,89.023,541.071,4690.786999999997,4149.711000000003
2004,3079.795000000001,277.51800000000003,523.8400000000001,104.33999999999999,563.4439999999997,4548.9270000000015,3985.4829999999997
2005,3515.226,273.8620000000001,506.6310000000002,74.244,648.5669999999998,5018.511999999999,4369.939999999998
2006,4597.243,275.469,496.3670000000001,108.23600000000002,548.0710000000004,6025.382,5477.3229999999985
2007,4567.212999999999,271.042,515.729,105.92000000000002,608.915,6068.804000000001,5459.887999999995
2008,4488.085999999998,271.92600000000004,510.68000000000006,182.51800000000003,510.26400000000024,5963.465000000004,5453.199
2009,5163.666000000001,269.287,513.6589999999999,102.762,532.2920000000001,6581.6479999999965,6049.355999999999
2010,5268.041000000001,269.74800000000005,521.3869999999997,98.04000000000002,468.5419999999999,6625.744999999997,6157.204000000002
2011,5378.378,270.79200000000003,508.015,343.693,606.7219999999999,7107.604,6500.880999999999
2012,6093.692000000003,288.0490000000001,511.23899999999986,123.02299999999998,531.6169999999998,7547.611000000001,7015.996
2013,6041.417000000001,289.51500000000016,530.3209999999999,114.58699999999999,522.773,7498.619000000001,6975.847999999999
2014,6662.560379992564,253.2298257582544,562.4633787420958,136.47659000000002,320.2268742143787,7934.957048707294,7614.730174492913
2015,6570.844000000004,275.789,587.0169999999999,98.50000000000001,608.825,8140.966999999999,7532.147000000003
2016,6356.839989235383,263.85703070013994,608.6307552655352,125.70119999999999,364.4838955396759,7719.512870740734,7355.028975201059
2017,6996.310791251985,269.8609216404351,551.8897115031232,184.31449999999973,464.9454260104478,8467.32135040599,8002.375924395545
2018,7106.82808043165,253.66551096311423,570.8594506126917,131.5768,323.226879402361,8386.15672140982,8062.929842007455
2019,7373.537221732305,257.4431465884779,583.3725054278503,118.19040000000001,347.08596657370765,8679.629240322342,8332.543273748632
2020,8046.019701496306,269.1624197579176,565.2316614464341,132.31196,445.47958955455795,9458.205332255211,9012.725742700657
