År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,1240.0319999999997,690.104,918.88,10.0,5394.598999999998,8253.615,2859.0140000000006
1991,1146.757,690.104,918.8799999999999,6.891,4093.8540000000007,6856.478,2762.622
1992,1053.47,690.1039999999999,918.8800000000001,53.0,4965.205,7680.6539999999995,2715.4520000000007
1993,1382.8380000000002,690.1039999999999,1221.307,282.4,4457.477,8034.125999999998,3576.6469999999995
1994,2026.0060000000003,690.104,1128.8449999999998,54.53,4080.547,7980.033000000001,3899.4820000000004
1995,2387.9560000000006,690.104,1515.8049999999998,49.24,4933.472,9576.576000000001,4643.102999999999
1996,2600.7390000000005,690.104,1466.3679999999997,48.418,3332.5779999999995,8138.2019999999975,4805.627999999999
1997,2964.6369999999997,690.104,1467.2859999999998,722.1759999999999,5546.0019999999995,11390.201000000001,5844.201000000001
1998,3337.3280000000004,690.1039999999999,1324.387,28.227,4528.217,9908.259,5380.044000000001
1999,3397.1670000000004,690.1039999999999,1228.4419999999998,30.062,3963.616,9309.386,5345.774
2000,3498.213000000001,690.104,1199.1130000000003,38.85,4562.246999999999,9988.523,5426.276
2001,554.6829999999999,2092.2630000000004,1066.693,58.574,3404.234999999999,7176.4490000000005,3772.214
2002,3077.7360000000003,2092.0599999999995,1106.171,30.43,3951.1390000000006,10257.535,6306.398999999999
2003,3892.3409999999994,2093.248,1098.169,36.533,3890.3519999999994,11010.646000000002,7120.292
2004,3705.912,2091.706,1019.804,200.74699999999999,4455.144000000001,11473.310000000001,7018.166000000001
2005,3702.0900000000006,2089.172,1023.9310000000003,56.51,5136.129999999999,12007.832,6871.700999999999
2006,4886.237999999999,2089.183,1012.7840000000001,31.407999999999998,4141.417,12161.021999999999,8019.610000000001
2007,5018.326999999999,2086.953,1027.697,26.198,4987.201,13146.373000000001,8159.175
2008,4760.198999999999,2086.3320000000003,1045.214,35.599999999999994,4805.5689999999995,12732.911,7927.341999999999
2009,5410.6050000000005,2086.9239999999995,1073.0979999999997,58.78600000000001,4031.2170000000006,12660.625,8629.409000000001
2010,5728.3719999999985,2086.8450000000007,1078.6560000000002,47.692,3540.1719999999996,12481.741000000002,8941.569
2011,6170.148,2105.041,1023.1859999999998,47.685,4945.382999999999,14291.432000000003,9346.055000000002
2012,6224.0,2081.0,993.0,61.0,4781.0,14142.0,9363.0
2013,6683.383000000001,2094.1389999999997,1018.77,44.019,3808.5949999999993,13648.902000000004,9840.308
2014,5968.599530088068,1825.495206172455,1036.0072909489713,66.995954,2382.5508825148004,11279.648863724293,8897.097981209496
2015,7909.0509999999995,1981.882,1082.8980000000001,76.3,4171.276,15221.412,11050.134000000002
2016,4922.645941973799,1959.1480225588798,1053.04806171018,133.41723,3939.559641065179,12007.81889730804,8068.259256242862
2017,7889.315966718772,1972.9125989670215,1038.3410176968696,51.401,4831.095628422757,15783.06621180542,10960.06343292144
2018,5558.2995151525565,1829.742025882889,1064.2079114496928,64.733,3218.8616700255334,11735.844122510673,8516.98245248514
2019,7516.618057966295,1822.6661173952125,1093.676188046998,80.72,3417.0398263788493,13930.720189787353,10513.680363408504
2020,6648.263993780764,1819.860707637701,1114.3299624973858,46.419,4304.464885116881,13933.338549032735,9628.87366391585
