År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,2.54,5166.048,2430.7780000000002,1864.67,5931.123,15395.159,9464.037
1991,3.17,5062.069999999999,2430.7780000000002,1685.3760000000002,4851.5650000000005,14032.957999999999,9181.393
1992,3.7979999999999996,4913.987,2430.7780000000002,2827.353,5032.909,15208.827,10175.916000000001
1993,5.207,4629.157,2487.7540000000004,2822.313,5530.275000000001,15474.705999999998,9944.431
1994,4.652,4443.337,2465.179,1475.7060000000001,6141.146000000001,14530.02,8388.872
1995,5.696,4440.232,2779.7180000000003,1418.3840000000002,6208.993,14853.022,8644.028
1996,7.257,4387.866,2804.071,1560.3149999999998,4298.294,13057.802,8759.508000000002
1997,7.5329999999999995,4335.4800000000005,2702.06,1545.4540000000002,5173.519,13764.049,8590.529
1998,9.742,4283.4800000000005,2747.0089999999996,1297.52,5778.313999999999,14116.061,8337.75
1999,9.345,4231.671,2603.973,1087.5720000000001,6153.933,14086.497000000001,7932.562
2000,7.8919999999999995,4179.082,2487.845,1146.311,6821.522999999999,14642.651,7821.129
2001,7.335,4012.252,2554.8830000000003,1089.616,6668.136,14332.221,7664.084999999999
2002,0.0,3881.6659999999997,2117.344,955.633,5478.492,12433.136,6954.641999999999
2003,0.0,3895.331,2271.668,953.5799999999999,5524.117,12644.699,7120.581999999999
2004,0.0,3901.4980000000005,2326.0809999999997,948.6009999999999,5649.624,12825.805,7176.178999999999
2005,0.0,4008.7359999999994,2486.143,906.3240000000001,5132.773999999999,12533.978000000001,7401.204
2006,0.0,4002.051,2472.3520000000003,867.0889999999999,5724.498000000001,13065.990999999998,7341.490000000001
2007,0.0,4008.1499999999996,2554.625,946.2380000000002,6311.128999999999,13820.141,7509.0109999999995
2008,0.0,3988.259,2602.1800000000003,914.001,6743.201000000001,14247.639,7504.439
2009,0.0,3985.6749999999997,2640.299,690.5440000000001,5929.976,13246.491999999998,7316.518
2010,0.0,4004.441,2642.256,1155.863,5533.776,13336.336,7802.56
2011,0.0,3980.191,2631.918,1056.4180000000001,6219.138,13887.665,7668.527
2012,0.0,3962.0,2677.0,645.0,5821.0,13104.0,7282.0
2013,0.0,3998.3579999999997,2719.5099999999998,636.306,6282.321,13636.495,7354.172
2014,0.0,3181.630001521335,2729.8391121367886,698.077,6116.653571589972,12726.199685248097,6609.546113658126
2015,0.0,3805.276,2828.9159999999997,677.2,6403.054,13714.447,7311.392
2016,0.0,3818.0280818895003,2896.8512043232,572.802,5862.3455383668,13150.026824579501,7287.681286212699
2017,0.0,3860.3378315867308,3263.4941031317435,594.356,6415.370531882871,14133.558466601346,7800.332978260258
2018,0.0,3554.9393240759446,2863.936008429906,724.7349999999999,5451.763179829753,12595.373512335604,7143.610332505851
2019,0.0,3539.7180079333025,2953.890391420307,693.31,5517.252095197415,12704.170494551028,7186.918399353613
2020,0.0,3622.0695920069033,2990.0421271388996,714.7280000000001,6313.354916814945,13640.194635960746,7326.8397191458025
