År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,685.088,398.101,447.02500000000003,0.0,9167.029,10697.243999999999,1530.2150000000001
1991,607.6049999999999,398.10100000000006,447.025,0.0,6423.989,7876.717999999999,1452.7270000000003
1992,530.115,398.10100000000006,447.0250000000001,0.0,7673.924,9049.164999999999,1375.242
1993,756.6919999999999,398.10100000000006,488.149,0.0,6588.532999999999,8231.475,1642.945
1994,954.6490000000001,398.10100000000006,416.286,0.0,6657.532,8426.569000000001,1769.038
1995,1179.31,398.101,518.468,9.895,7287.016000000001,9392.792,2105.7759999999994
1996,1387.604,398.101,513.469,9.895,4657.338000000001,6966.409000000001,2309.071
1997,1627.008,398.10099999999994,493.191,9.895,7051.673000000001,9579.871999999998,2528.1969999999997
1998,1668.206,398.10100000000006,523.4879999999999,9.895,6520.975,9120.666000000001,2599.692
1999,1813.956,398.10100000000006,486.892,9.895,7153.689999999999,9862.535000000002,2708.8439999999996
2000,1955.57,398.101,453.2539999999999,9.895,7061.181,9877.998000000001,2816.822
2001,2027.1549999999997,1474.2440000000001,413.923,9.405,4955.866000000001,8880.588000000002,3924.721
2002,2081.6910000000003,1474.0940000000003,415.17100000000005,7.805000000000001,5740.347000000001,9719.112,3978.7629999999986
2003,2359.956,1474.22,407.095,11.348,5761.509000000001,10014.125,4252.616
2004,2429.9790000000003,1475.2769999999996,400.466,18.83,6285.031000000001,10609.584,4324.554
2005,2470.979,1475.807,400.152,17.428,8123.1810000000005,12487.546000000002,4364.362999999999
2006,2851.38,1475.543,394.4290000000001,9.270000000000001,6628.637000000001,11359.253999999999,4730.615
2007,3270.7569999999996,1477.2279999999998,387.458,4.893,7498.974999999999,12639.312000000004,5140.338
2008,3321.926,1477.984,388.455,3.702,7088.451999999999,12280.515999999998,5192.069
2009,3735.612,1481.415,393.907,5.2829999999999995,6027.598,11643.811999999996,5616.216000000001
2010,3978.302,1485.8670000000002,395.078,8.711,4724.1320000000005,10592.088000000002,5867.954
2011,4511.438999999999,1490.8880000000001,388.59000000000003,9.347,7643.379000000001,14043.645999999997,6400.264
2012,4604.0,1485.0,389.0,31.0,6735.0,13245.0,6511.0
2013,4554.168,1510.6909999999998,391.017,18.055,5928.764,12402.697999999999,6473.926999999999
2014,4815.518901522226,1286.6793307065789,391.2310701792865,15.290999999999999,4593.9547756049205,11102.675078013013,6508.720302408093
2015,4765.609,1334.7950000000003,423.30399999999986,16.2,7840.706,14380.608999999997,6539.905
2016,4902.991239422519,1306.3148385145498,451.07186336991896,20.215,6113.2139686071,12793.80690991409,6680.59294130699
2017,4755.359548198744,1319.9846442854941,409.58059781303353,2.053,6464.688665289186,12951.666455586459,6487.591525375401
2018,4610.9589490756525,1368.4903373763766,411.1033813813003,11.942,5047.072518267909,11449.567186101234,6402.494667833329
2019,5127.835414938121,1368.1932078024345,399.45302634495926,12.411,4089.462480709387,10997.355129794903,6907.892649085516
2020,5796.580914569113,1359.248227895045,453.1315591763729,15.879999999999999,5375.025701231054,12999.866402871588,7624.840701640533
