År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,2820.3670000000006,21049.243999999995,11588.296999999999,3653.5809999999997,50831.337999999996,89942.82199999999,39111.489
1991,2656.8999999999996,20692.967000000004,11588.297000000006,3558.398,39487.416000000005,77983.95899999999,38496.543999999994
1992,2493.407,20188.459000000006,11588.297000000002,4406.824,44276.40600000001,82953.38999999997,38676.982999999964
1993,3370.7019999999998,19220.501000000007,13493.385000000004,4251.924000000001,40387.48400000001,80723.99299999999,40336.50599999999
1994,4148.143999999999,18587.745000000003,11950.383999999998,3248.215000000001,43689.135,81623.622,37934.48699999997
1995,5383.929000000001,18572.305,15002.760999999999,3258.0639999999994,44569.586,86786.65500000001,42217.064
1996,6150.794000000001,18410.468999999997,14540.793,3352.7059999999997,30619.01,73073.77200000001,42454.761000000006
1997,6554.420000000001,18246.665,14177.393000000002,3443.568,41001.948000000004,83424.001,42422.047000000006
1998,7353.409999999998,18083.772000000008,14059.201000000001,3403.5939999999996,40946.96000000002,83846.93300000005,42899.97600000002
1999,7551.579,17922.261000000002,13020.483000000007,2849.6470000000004,45342.592999999964,86686.56300000001,41343.97100000003
2000,9392.110000000002,17758.673,12235.462,3179.3410000000003,47629.613,90195.19099999998,42565.58899999999
2001,8125.099,20379.265999999996,11845.557000000003,3185.154,38402.94999999999,81938.027,43535.069
2002,7824.44,19871.483000000004,10725.493999999999,2652.045,38540.678,79614.154,41073.46799999999
2003,8701.165000000005,19967.768000000004,10538.464999999998,2034.307,38334.505999999994,79576.21399999999,41241.70699999999
2004,9228.097000000002,19926.98499999999,10644.198999999999,2143.6809999999996,40125.69600000002,82068.66500000002,41942.968000000015
2005,9717.158999999996,19756.344000000005,10767.787,1938.716,44226.888999999996,86406.90100000001,42180.007
2006,10693.201000000005,20322.600000000002,11493.782999999996,1881.4099999999994,41717.82700000005,86108.82299999999,44390.98599999999
2007,13376.456000000002,20266.357000000004,11614.461000000001,1903.6690000000003,45381.88999999999,92542.82599999999,47160.937
2008,14156.902,20169.49799999998,11535.403999999993,1856.9169999999997,47258.88300000001,94977.59400000003,47718.71600000001
2009,15739.099000000002,20164.624999999996,12087.441999999997,1625.2209999999998,40695.655999999995,90312.043,49616.38499999999
2010,15157.769999999999,20279.23900000001,12015.969000000001,2061.582,33053.390999999996,82567.95200000006,49514.55799999998
2011,17282.802,20202.763000000003,12106.728999999996,1890.9710000000002,44883.19399999998,96366.464,51483.26800000002
2012,18786.0,20303.0,12271.0,1559.0,43326.0,96243.0,52923.0
2013,17477.691000000006,20613.702999999998,12601.320999999996,1584.0469999999998,40750.863,93027.62399999998,52276.753
2014,18636.356966429077,16656.089873362584,12574.202395787817,1573.2303728000002,36003.510527134764,85443.39013551424,49439.87960837948
2015,19311.636,19087.000000000004,13690.666000000001,1418.044,48755.50199999999,102262.843,53507.34399999999
2016,19585.990993830288,19097.110796746634,13436.18117979694,1494.8802554418999,37364.203416441196,90978.36664225697,53614.16322581577
2017,19166.36416650757,19081.46923533368,13937.665992512862,1668.8611560928,41912.327818885155,95766.6883693321,54167.91250108164
2018,18934.657593187447,18383.73801943892,12824.978586629919,1706.4251467212998,33868.462342814644,85718.2616887922,51849.7993459776
2019,20432.057997148906,18202.72339473287,13123.180251296382,1621.5478166,31344.267604861172,84723.77706463932,53379.50945977814
2020,21705.783262066292,18579.023057128696,13689.721748847795,1609.5507531999997,38760.03072618161,94344.10954742445,55584.07882124278
