År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,570.571,154.349,281.10699999999997,0.0,5063.914,6069.938000000002,1006.0229999999999
1991,585.8340000000001,154.34900000000002,281.107,0.0,4512.809,5534.092999999999,1021.2839999999999
1992,601.09,154.349,281.107,0.0,4978.995,6015.537,1036.5420000000001
1993,682.617,154.34899999999996,340.046,0.0,5044.608,6221.624000000001,1177.014
1994,748.5730000000001,154.349,648.0509999999999,0.0,3788.726999999999,5339.696999999999,1550.97
1995,1088.1899999999998,154.349,672.9939999999999,0.0,4475.255,6390.787999999999,1915.53
1996,1260.556,154.349,765.6109999999999,0.0,4639.039999999999,6819.557,2180.516
1997,1325.6960000000001,154.34900000000002,768.671,0.0,5304.5779999999995,7553.294999999999,2248.7169999999996
1998,1639.206,154.34899999999996,688.7380000000002,0.0,3882.813,6365.107,2482.2949999999996
1999,1914.9070000000002,154.34899999999996,681.9380000000001,0.0,3706.6899999999996,6457.881,2751.1949999999997
2000,1730.6999999999998,154.349,688.938,0.0,5202.913,7776.898000000001,2573.9850000000006
2001,2241.6489999999994,407.728,555.4630000000001,0.0,3971.1859999999997,7176.029999999999,3204.8469999999998
2002,1698.2290000000003,406.80799999999994,640.342,0.0,4538.119000000001,7283.502,2745.3819999999996
2003,2228.8729999999996,406.285,560.2389999999999,0.0,4471.294,7666.6950000000015,3195.4
2004,1866.7960000000003,405.366,582.6149999999999,0.0,4513.899999999999,7368.674999999999,2854.7780000000002
2005,2679.368,405.008,515.8539999999999,0.0,5130.3330000000005,8730.563000000002,3600.2299999999996
2006,3245.9739999999993,407.66900000000004,517.561,0.0,4604.865999999999,8776.069000000001,4171.200999999999
2007,3443.2490000000007,405.85600000000005,510.818,0.0,5385.778999999999,9745.704,4359.9259999999995
2008,3649.659,405.395,489.24100000000004,0.0,3990.544000000001,8534.842,4544.297000000001
2009,3841.1179999999995,405.84,509.7300000000001,0.0,4342.558,9099.248,4756.687
2010,4195.173000000001,408.1739999999999,637.5049999999999,0.0,4253.7970000000005,9494.646999999999,5240.848
2011,4018.246,406.021,606.078,0.0,4636.957,9667.302000000001,5030.343
2012,5086.0,409.0,567.0,44.0,3988.0,10095.0,6105.0
2013,5440.466000000001,406.28700000000003,592.999,29.950000000000003,4477.951000000001,10947.653000000002,6469.701999999999
2014,5928.422460011374,362.06180188270156,607.7089134955415,33.9,2773.8544624613983,9705.947637851013,6932.093175389617
2015,6446.727000000001,388.501,608.4939999999999,50.8,4511.678000000001,12006.196000000002,7494.521000000002
2016,6823.571961672499,381.4481654329139,613.8448817513927,48.3,2919.31774036441,10786.482749221215,7867.165008856807
2017,7437.244842475258,386.9472774028722,591.3172769773652,53.2,3533.24079598416,12001.950192839657,8469.505861585334
2018,7006.189607758784,356.74936506360234,766.0373590815375,2.98,2126.3847744537075,10258.34110635763,8131.9563319039235
2019,6803.270952317462,356.5907012090862,675.9602533729917,2.3,2510.1403983633995,10348.262305262939,7838.121906899536
2020,7358.485448774993,357.1479069203493,704.1031463203702,41.6,3421.1756208727575,11882.512122888467,8461.33650201571
