År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,13.395000000000001,16868.599000000002,8346.849000000002,2445.866,19645.643000000004,47320.350000000006,27674.71
1991,16.689000000000004,16517.432999999997,8346.849,2396.501,16062.857999999995,43340.32600000001,27277.469999999998
1992,19.981000000000005,16020.202000000003,8346.849,3284.102,16612.091,44283.225999999995,27671.130999999994
1993,27.412000000000003,15066.388000000003,9670.734,3267.4500000000003,17748.123000000003,45780.107,28031.980000000003
1994,24.552,14442.838,8175.819,2045.612,19434.56,44123.382,24688.819
1995,30.096,14427.46,10331.67,2075.1500000000005,19258.0,46122.379,26864.376
1996,38.327999999999996,14264.813,10039.044,2260.508,14084.107,40686.80100000001,26602.691000000003
1997,39.859,14100.244,9723.528,2199.866,16869.399000000005,42932.899,26063.496000000003
1998,49.111999999999995,13936.586000000003,9494.105,1918.1779999999999,18112.909,43510.885,25397.978
1999,34.121,13774.309999999998,9129.631000000001,1625.987,19874.237999999998,44438.287999999986,24564.051000000014
2000,46.74,13609.956999999999,8506.212000000001,1616.4389999999996,22106.108,45885.452000000005,23779.346000000005
2001,9.086,13247.482,8173.063,1611.884,19563.798,42605.316,23041.515
2002,16.734,12770.532,7000.594,1528.7610000000002,17344.357000000004,38660.98400000001,21316.624999999996
2003,26.675,12870.612,7079.521000000001,1437.6860000000001,16994.806000000004,38409.305,21414.497000000003
2004,24.626,12811.266,7222.97,1567.6139999999998,17665.265000000003,39291.744000000006,21626.477
2005,27.802,12608.182000000003,7124.090000000002,1379.5240000000001,16807.364999999998,37946.965000000004,21139.599000000006
2006,32.258,13174.386999999999,7699.8369999999995,1358.1299999999997,18827.385,41091.99699999999,22264.610999999997
2007,67.822,13106.517,7835.298999999998,1398.074,19023.910000000007,41431.62100000001,22407.708
2008,31.351,13003.072000000002,7842.417999999999,1465.2099999999998,21365.909,43707.955,22342.049000000003
2009,28.806,12990.815000000004,8185.321000000001,1174.51,18909.944000000003,41289.39499999998,22379.454
2010,4.789,13080.443000000005,8022.275,1608.0130000000001,16654.245000000003,39369.765,22715.519999999997
2011,17.465,12982.753,8135.3009999999995,1457.0590000000002,19388.703,41981.28199999999,22592.578000000005
2012,24.0,13144.0,8288.0,1103.0,18797.0,41358.0,22559.0
2013,35.54,13396.882,8508.300000000001,1097.6619999999998,18908.452,41946.834,23038.381999999998
2014,25.88554631353044,10985.376612325686,8639.596378589322,1143.4714256,17853.907627037875,38648.2375898664,20794.32996282853
2015,43.161,12721.038,9392.053,1001.3109999999999,20147.18,43304.744,23157.561999999998
2016,25.0067697235739,12869.2056144458,9360.404953554318,1057.1991906,16386.6157821415,39698.4323104652,23311.81652832369
2017,29.494101768382535,12812.894007580131,9854.158206444738,1125.2586592,18200.816515158836,42022.621490152094,24095.53944371313
2018,40.32393966034783,11852.221755068935,8911.262642538448,1197.3381934,15506.371928314451,37507.5184589822,22001.146530667742
2019,56.0437258029913,11675.609391576665,9253.763435493362,1130.3084486,15954.015370375018,38069.74037184803,22115.725001473013
2020,16.40532501321739,12066.33695519809,9292.721192292767,1091.5363571999999,18156.395791066552,40623.39562077064,22466.999829704077
