År,Akvakultur,Jordbruk,Befolkning,Industri,Bakgrun,Totalt,Menneskeskapt
1990,593.6479999999999,149.903,303.74799999999993,71.97999999999999,350.4860000000001,1469.7669999999996,1119.28
1991,558.8220000000001,149.787,303.74799999999993,73.8,259.376,1345.5209999999997,1086.1460000000004
1992,523.9749999999999,149.522,303.74799999999993,73.375,308.03100000000006,1358.6559999999997,1050.6209999999994
1993,708.5189999999996,148.98499999999999,358.5129999999999,93.883,253.958,1563.8570000000009,1309.8970000000002
1994,873.2900000000002,148.795,376.64799999999985,84.985,268.59499999999997,1752.31,1483.7180000000003
1995,1134.074,148.737,459.55100000000016,76.79599999999999,283.601,2102.759,1819.1609999999998
1996,1294.9270000000001,148.803,438.8169999999998,80.20299999999999,184.237,2146.9799999999996,1962.742999999999
1997,1381.0879999999997,148.851,449.14799999999997,82.06899999999999,271.135,2332.287999999999,2061.155
1998,1546.2010000000005,148.917,441.4859999999999,83.1,254.66499999999996,2474.368,2219.7039999999997
1999,1600.8129999999996,148.941,401.9759999999999,84.43799999999999,283.514,2519.6820000000007,2236.166
2000,1842.7220000000002,148.99099999999999,387.07400000000007,79.87799999999999,282.942,2741.6149999999984,2458.672999999999
2001,1633.8640000000003,199.07299999999998,345.7920000000001,83.873,199.45500000000004,2462.058,2262.595999999999
2002,1538.2780000000007,198.71,348.9730000000001,91.47800000000001,227.30000000000004,2404.7420000000006,2177.4360000000006
2003,1752.0059999999996,198.45,342.39699999999993,92.23399999999998,229.73099999999994,2614.8109999999997,2385.089
2004,1851.8060000000003,197.72500000000005,333.57900000000006,99.37400000000001,242.42699999999996,2724.9100000000003,2482.482
2005,1913.8419999999994,199.67999999999995,344.748,88.201,309.36699999999996,2855.8360000000007,2546.4669999999996
2006,2311.315,200.00699999999992,379.36199999999985,91.67099999999998,254.99399999999994,3237.3520000000008,2982.3590000000004
2007,2615.511000000001,199.98799999999994,402.11799999999994,107.15100000000001,293.6839999999999,3618.4519999999998,3324.7669999999994
2008,2630.83,199.921,397.9460000000001,120.30099999999999,278.71199999999993,3627.708000000002,3349.0019999999995
2009,2919.066999999999,199.46100000000004,400.8789999999999,118.70500000000001,234.83999999999997,3872.950000000001,3638.1159999999995
2010,2808.769999999999,199.40500000000003,423.8799999999999,161.48800000000006,177.05899999999997,3770.606999999998,3593.5480000000016
2011,3014.18,198.94699999999995,401.216,129.577,280.141,4024.061000000001,3743.921000000002
2012,3284.166,199.429,414.3040000000001,144.111,264.97499999999997,4306.982,4042.0059999999994
2013,3061.946,198.77700000000013,427.556,92.17600000000003,234.254,4014.7120000000014,3780.4539999999984
2014,3259.7356983166305,170.23680698583604,441.40171311635265,88.5741218,168.06981769268748,4128.018157911504,3959.948340218819
2015,3369.1290000000004,210.529,400.9479999999999,84.75300000000001,311.4279999999999,4376.786,4065.3590000000004
2016,3419.670598182369,193.79326806500475,478.8903407931949,93.56270946044802,202.023661986246,4387.9405784872615,4185.916916501015
2017,3348.279819127622,199.6057264109098,465.64541969225183,79.994210647056,225.549653640736,4319.074829518577,4093.525175877841
2018,3290.4939386710435,191.0058763943431,514.1271212643641,97.81396147654401,174.6556817842837,4268.096579590577,4093.4408978062934
2019,3544.8126230772364,191.09784687020516,474.0548018177772,85.9855214,144.15301045153785,4440.103803616758,4295.9507931652215
2020,3787.4625938532395,191.2382583958383,492.9387565857461,84.08329859999998,192.54793802760923,4748.2708454624335,4555.722907434824
