År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,7006,406,766,3,2127,10309,8182
2019,6803,406,676,2,2511,10399,7888
2020,7358,406,704,42,3422,11932,8511
