År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,40,13297,8911,1197,15780,39226,23720
2019,56,13119,9254,1130,16228,39787,23833
2020,16,13217,9293,1092,18430,42048,23891
