,nr,navn,etablert,type,komnr,plassering,miljo,kap,mh,midl,lengde,bredde,regine
200,12085,APLAVIKA,1978.0,PERMANENT,1238,SJØ,SALTVANN,1560.0,TN,,60.258181,6.055854,053.10
201,12086,ALSÅKERVIK,1989.0,PERMANENT,1224,SJØ,SALTVANN,780.0,TN,,59.759929,6.074913,042.621
202,12095,BERGADALEN,1973.0,PERMANENT,1238,SJØ,SALTVANN,2340.0,TN,,60.121826,5.907786,053.42
203,12108,SKORPO NV,1979.0,PERMANENT,1224,SJØ,SALTVANN,3120.0,TN,,59.949283,5.819483,045.5
204,12109,EBNE,1974.0,PERMANENT,1211,SJØ,SALTVANN,3900.0,TN,,59.712322,5.826645,042.111
205,10724,KLOKKSTEIN,2004.0,PERMANENT,1942,SJØ,SALTVANN,2830.0,TN,,69.818879,20.719497,206.6122
206,10726,ULØYBUKT,1984.0,PERMANENT,1941,SJØ,SALTVANN,2700.0,TN,,69.859658,20.69753,206.6110
207,10734,GOURTESJOUKA,1977.0,PERMANENT,1940,SJØ,SALTVANN,3600.0,TN,,69.568148,20.529402,206.11
208,10735,STORBUKTA,1982.0,PERMANENT,1938,SJØ,SALTVANN,3120.0,TN,,69.662043,20.328207,204.22
209,10747,FUTNES,1977.0,PERMANENT,1936,SJØ,SALTVANN,2700.0,TN,,69.955076,19.575178,200.2
210,10753,STRANDMO,1977.0,PERMANENT,1936,SJØ,SALTVANN,3600.0,TN,,69.881393,19.435953,200.2
211,10757,DÅVØYA,1977.0,PERMANENT,1936,SJØ,SALTVANN,3600.0,TN,,70.056117,19.342233,200.12
212,10759,KARANES,1977.0,PERMANENT,1936,SJØ,SALTVANN,3600.0,TN,,70.065312,19.300877,200.11
213,10789,STORE LERRESFJORD,1987.0,PERMANENT,2012,SJØ,SALTVANN,3480.0,TN,,70.283818,23.462626,213.410
214,10790,OLDERFJORD,1999.0,PERMANENT,2017,SJØ,SALTVANN,3480.0,TN,,70.385982,23.472271,215.2
215,10791,NORDNES,1987.0,PERMANENT,2012,SJØ,SALTVANN,3480.0,TN,,70.28285,23.401384,213.410
216,10794,MORTENSNES,1987.0,PERMANENT,2012,SJØ,SALTVANN,900.0,TN,,70.126208,23.232887,213.12
217,10795,OLANESET,2001.0,PERMANENT,2014,SJØ,SALTVANN,780.0,TN,,70.213632,22.273232,211.50
218,10796,HUNDBERGAN,1981.0,PERMANENT,2014,SJØ,SALTVANN,3480.0,TN,,70.192883,21.81905,211.330
219,10798,SVARTBERGET,1983.0,PERMANENT,1943,SJØ,SALTVANN,2700.0,TN,,70.017327,22.016895,210.31
220,10806,RAKKENES,1983.0,PERMANENT,1943,SJØ,SALTVANN,3100.0,TN,,69.88435,21.730383,209.22
221,10808,HJELLBERGET,1986.0,PERMANENT,1943,SJØ,SALTVANN,1800.0,TN,,69.911339,21.602616,209.21
222,10811,ELVA I ÅRØYSUNDET,1987.0,PERMANENT,2012,SJØ,SALTVANN,900.0,TN,,70.132995,23.33387,213.12
223,10814,MÅRSANJARGA,1987.0,PERMANENT,2012,SJØ,SALTVANN,2700.0,TN,,70.240432,23.282398,213.30
224,10819,EIDSNES,1987.0,PERMANENT,2012,SJØ,SALTVANN,3480.0,TN,,70.091162,22.755267,211.92
225,10821,TUVAN,1987.0,PERMANENT,2012,SJØ,SALTVANN,3480.0,TN,,70.092491,22.710629,211.72
226,10822,RIVARBUKT,1987.0,PERMANENT,2012,SJØ,SALTVANN,3480.0,TN,,70.08756,22.662852,211.72
227,10825,STEINVIKNES,1987.0,PERMANENT,2014,SJØ,SALTVANN,2700.0,TN,,70.148877,22.298278,211.50
228,10828,KLEPPENES N,1982.0,PERMANENT,2004,SJØ,SALTVANN,2700.0,TN,,70.541821,23.558587,215.11
229,10837,KUVIKA,2000.0,PERMANENT,2004,SJØ,SALTVANN,2700.0,TN,,70.668992,23.160362,216.1
230,10838,SLETTNESFJORD,2000.0,PERMANENT,2004,SJØ,SALTVANN,2700.0,TN,,70.624417,23.101717,216.2
231,10839,STORE KUFJORD,1997.0,PERMANENT,2012,SJØ,SALTVANN,1800.0,TN,,70.348827,23.073217,215.4
232,10840,LILLE KUFJORD,1982.0,PERMANENT,2012,SJØ,SALTVANN,1800.0,TN,,70.349902,22.977358,215.4
233,10841,POLLEN,1982.0,PERMANENT,2012,SJØ,SALTVANN,1800.0,TN,,70.340062,22.803226,214.1
234,10858,MULINGEN,2001.0,PERMANENT,1811,SJØ,SALTVANN,2860.0,TN,,65.10865,12.442233,144.51
235,10876,ISTERVIKA,1977.0,PERMANENT,1813,SJØ,SALTVANN,4680.0,TN,,65.4478,12.558083,148.2212
236,10877,MORTENØY,1977.0,PERMANENT,1813,SJØ,SALTVANN,3120.0,TN,,65.458837,12.550554,148.222
237,10885,JEKTVIKA II,1973.0,PERMANENT,1812,SJØ,SALTVANN,3120.0,TN,,65.310896,12.401147,145.30
238,10893,RENSØYA N,1977.0,PERMANENT,1835,SJØ,SALTVANN,3120.0,TN,,66.502682,12.070477,158.7
239,10898,LAMHOLMEN,2007.0,PERMANENT,1813,SJØ,SALTVANN,100.0,TN,,65.473122,12.136585,146.4
240,10961,SKONSENG,1973.0,PERMANENT,1824,SJØ,SALTVANN,3120.0,TN,,65.806692,12.617207,149.50
241,10974,STORE BUKKØY N,1984.0,PERMANENT,1834,SJØ,SALTVANN,780.0,TN,,66.402968,12.422694,158.6
242,10989,LABUKTA V,1977.0,PERMANENT,1818,SJØ,SALTVANN,1560.0,TN,,66.012145,12.351952,154.3
243,10990,LILLE ÅSVÆR,1984.0,PERMANENT,1827,SJØ,SALTVANN,4680.0,TN,,66.230167,12.318667,154.4
244,11015,BRATTHOLMEN,1985.0,PERMANENT,1818,SJØ,SALTVANN,3120.0,TN,,65.907461,12.219968,150.3
245,11041,NORD-GÅSVÆR,1977.0,PERMANENT,1818,SJØ,SALTVANN,1560.0,TN,,66.064899,12.043598,154.4
246,11074,KVALVIKA,1977.0,PERMANENT,1836,SJØ,SALTVANN,3120.0,TN,,66.667717,13.38485,159.7120
247,11076,DIGERMULEN,1977.0,PERMANENT,1836,SJØ,SALTVANN,2340.0,TN,,66.674483,13.317267,159.7120
248,11087,BUKKØYA Ø,1977.0,PERMANENT,1836,SJØ,SALTVANN,3120.0,TN,,66.640982,12.994628,159.6
249,11129,NORDFUGLØY,1973.0,0,1838,SJØ,SALTVANN,3900.0,TN,,67.082195,13.85624,160.63
250,11138,SKÅLSVIKA 1,1977.0,PERMANENT,1837,SJØ,SALTVANN,1560.0,TN,,66.717289,13.557987,159.82
251,11144,SVINVÆR,1973.0,PERMANENT,1836,SJØ,SALTVANN,4500.0,TN,,66.768917,13.170903,159.6
252,11162,BULLATHOLMEN,1981.0,PERMANENT,1866,SJØ,SALTVANN,1560.0,TN,,68.43615,14.848842,179.840
253,11168,ODDVÆRSETRA,1987.0,PERMANENT,1865,SJØ,SALTVANN,3120.0,TN,,68.26833,14.762827,179.23
254,11193,GAMSKJÆRAN,1984.0,PERMANENT,1860,SJØ,SALTVANN,780.0,TN,,68.109473,13.745337,180.320
255,11198,GEITERØYA I,1984.0,PERMANENT,1860,SJØ,SALTVANN,780.0,TN,,68.092399,13.741462,180.320
256,11201,KOLVIKODDEN Ø,1982.0,PERMANENT,1860,SJØ,SALTVANN,780.0,TN,,68.092008,13.691041,180.33
257,11205,OTERHOLMEN I,1982.0,PERMANENT,1860,SJØ,SALTVANN,1560.0,TN,,68.094251,13.63566,180.33
258,11238,LANGØYHOVDEN,1996.0,PERMANENT,1868,SJØ,SALTVANN,2340.0,TN,,68.805677,14.871118,185.750
259,11248,BONHAMMAREN,1984.0,PERMANENT,1867,SJØ,SALTVANN,2340.0,TN,,68.809066,14.709971,185.73
260,11251,HYSJORDA,1984.0,PERMANENT,1867,SJØ,SALTVANN,1560.0,TN,,68.786497,14.633497,185.720
261,11252,VINDHAMMEREN,1981.0,PERMANENT,1867,SJØ,SALTVANN,1560.0,TN,,68.78102,14.591499,185.720
262,11273,SKYSSELVIKA V,2004.0,PERMANENT,1841,SJØ,SALTVANN,1560.0,TN,,67.240099,15.393776,164.12
263,11290,STORMNESET,1998.0,PERMANENT,1850,SJØ,SALTVANN,780.0,TN,,68.196411,16.141183,171.11
264,11298,STORØYA NØ,1981.0,PERMANENT,1851,SJØ,SALTVANN,1560.0,TN,,68.424142,15.860193,177.72
265,11326,SKØYEN,1984.0,PERMANENT,1926,SJØ,SALTVANN,2700.0,TN,,69.016026,17.447688,193.2
266,11330,ÅMUNDSVIKA,1984.0,PERMANENT,1919,SJØ,SALTVANN,2700.0,TN,,68.726821,17.336851,190.12
267,11332,MYRLANDSHAUGEN,1986.0,PERMANENT,1919,SJØ,SALTVANN,1800.0,TN,,68.77685,17.287614,190.50
268,11334,SKJERVIKA,1984.0,PERMANENT,1919,SJØ,SALTVANN,1800.0,TN,,68.730909,17.233471,190.11
269,11338,YTRE STRÆTE,1984.0,PERMANENT,1913,SJØ,SALTVANN,2700.0,TN,,68.718678,17.138381,190.11
270,11339,ÅNDERKLEIVA,1973.0,PERMANENT,1917,SJØ,SALTVANN,4500.0,TN,,68.924673,17.149835,192.11
271,11340,BJØRNSTEIN,1984.0,PERMANENT,1917,SJØ,SALTVANN,3120.0,TN,,68.892513,17.107623,192.4
272,11350,LAVIKA,1986.0,PERMANENT,1928,SJØ,SALTVANN,1800.0,TN,,69.254954,17.089867,195.3
273,11351,TROLLVIKA,1986.0,PERMANENT,1913,SJØ,SALTVANN,2700.0,TN,,68.715307,17.023925,189.32
274,11353,TORSKENFJ. S,1973.0,PERMANENT,1928,SJØ,SALTVANN,1800.0,TN,,69.328898,17.058917,195.41
275,11356,HUSVIKA,1973.0,PERMANENT,1928,SJØ,SALTVANN,1800.0,TN,,69.336486,17.024074,195.41
276,11357,SKARVBERGET,1986.0,PERMANENT,1927,SJØ,SALTVANN,3600.0,TN,,69.146653,17.010267,195.12
277,11363,ENKELTSTEIN/GOVIKA,1986.0,PERMANENT,1917,SJØ,SALTVANN,2700.0,TN,,68.729842,16.912085,188.232
278,11364,ÅRBERG,1986.0,PERMANENT,1928,SJØ,SALTVANN,900.0,TN,,69.199557,16.915414,195.20
279,11365,GJERVIKA,1986.0,PERMANENT,1927,SJØ,SALTVANN,2700.0,TN,,69.052727,16.887547,194.83
280,11378,ØVERGÅRDEN,1981.0,PERMANENT,1915,SJØ,SALTVANN,2700.0,TN,,68.982695,16.534152,187.2
281,11381,DYPINGEN,1981.0,PERMANENT,1915,SJØ,SALTVANN,2700.0,TN,,68.960433,16.527383,187.31
282,11399,BOGELVA,1981.0,PERMANENT,1911,SJØ,SALTVANN,3120.0,TN,,68.656267,15.902467,178.90
283,12784,RINGHOLMEN,1972.0,PERMANENT,1613,SJØ,SALTVANN,5460.0,TN,,63.559817,9.408617,119.81
284,12789,GUNNARØYA,1972.0,PERMANENT,1613,SJØ,SALTVANN,4680.0,TN,,63.568522,9.466677,119.81
285,12794,RUNDKLUMPEN,1988.0,PERMANENT,1627,SJØ,SALTVANN,2340.0,TN,,63.801635,9.60871,134.41
286,12832,RISHOLMEN,1973.0,PERMANENT,926,SJØ,SALTVANN,585.0,TN,,58.142418,8.267924,020.421
287,12844,SETERNESET,1986.0,PERMANENT,1502,SJØ,SALTVANN,2340.0,TN,,62.673945,7.307049,104.4
288,12855,KORNSTAD,1973.0,PERMANENT,1554,SJØ,SALTVANN,3120.0,TN,,62.963773,7.450061,110.31
289,12870,LEITE,1973.0,PERMANENT,1554,SJØ,SALTVANN,3120.0,TN,,63.035983,7.677833,110.210
290,12871,HOGSNES,1973.0,PERMANENT,1554,SJØ,SALTVANN,1560.0,TN,,63.094446,7.676866,110.210
291,12879,ENDRESETBUKTA,1973.0,PERMANENT,1505,SJØ,SALTVANN,3120.0,TN,,63.030183,7.71615,110.14
292,12884,SANDNESBUKTA,1986.0,PERMANENT,1543,SJØ,SALTVANN,780.0,TN,,62.735304,7.874947,104.21
293,12890,HØYBUVIKA,1986.0,PERMANENT,1557,SJØ,SALTVANN,2340.0,TN,,62.955589,8.045894,109.1110
294,12892,SJØLSVIK,1981.0,PERMANENT,1557,SJØ,SALTVANN,2340.0,TN,,62.90481,8.104616,109.112
295,12895,HALSBUKTA,1987.0,PERMANENT,1560,SJØ,SALTVANN,1560.0,TN,,63.077685,8.143622,111.210
296,12897,HONNHAMMARVIKA,1973.0,PERMANENT,1560,SJØ,SALTVANN,975.0,TN,,62.863853,8.15863,109.60
297,12904,MERRABERGET,1981.0,PERMANENT,1543,SJØ,SALTVANN,2340.0,TN,,62.783746,8.28076,109.220
298,12917,SJØLSENG,1973.0,PERMANENT,1563,LAND,SALTVANN,195.0,TN,,62.666291,8.52176,109.5A1
299,13316,STORVIK,1987.0,PERMANENT,2014,SJØ,SALTVANN,2700.0,TN,,70.14877,22.43023,211.50
300,13339,KLUNGERVIKNESET,1973.0,PERMANENT,1219,SJØ,SALTVANN,1560.0,TN,,59.748751,5.342197,043.20
301,13340,LEIHOLMANE,1973.0,PERMANENT,1411,SJØ,SALTVANN,2340.0,TN,,60.983711,4.875299,068.8
302,13341,BAKJESTRANDA,1996.0,PERMANENT,1438,SJØ,SALTVANN,2340.0,TN,,61.819862,4.938233,090.21
303,13345,OTERSTEGDALEN,1973.0,PERMANENT,1241,SJØ,SALTVANN,2340.0,TN,,60.23988,5.65176,055.220
304,13412,DYPEIDET,1996.0,0,1868,SJØ,SALTVANN,2340.0,TN,,68.827097,14.771758,185.74
305,13503,HEGGVIKA,1982.0,PERMANENT,1617,SJØ,SALTVANN,2340.0,TN,,63.611518,9.057047,117.13
306,13518,ANGSTAUREN,1973.0,PERMANENT,1902,SJØ,SALTVANN,3525.0,TN,,69.692258,18.168455,197.54
307,13527,FINNKJERKA,1981.0,PERMANENT,1866,SJØ,SALTVANN,2340.0,TN,,68.343831,15.048563,178.20
308,13531,SKOGSHAVN,2004.0,PERMANENT,1926,SJØ,SALTVANN,3480.0,TN,,69.093069,17.519118,193.2
309,13541,MIDTFLUA,1973.0,PERMANENT,1223,SJØ,SALTVANN,3120.0,TN,,60.07644,5.464497,054.4
310,13549,LØYPINGNESET,1973.0,PERMANENT,1438,SJØ,SALTVANN,2340.0,TN,,61.817799,5.244463,086.3110
311,13550,MARØY NØ,1973.0,PERMANENT,1438,SJØ,SALTVANN,1560.0,TN,,61.846062,5.292353,086.312
312,13554,OVERÅNESET,1988.0,PERMANENT,1525,SJØ,SALTVANN,1560.0,TN,,62.297201,7.123835,100.1
313,13562,UFØRO,1986.0,PERMANENT,1221,SJØ,SALTVANN,3120.0,TN,,59.877803,5.526557,044.22
314,13563,ANGELSKÅR,1973.0,PERMANENT,1253,SJØ,SALTVANN,2340.0,TN,,60.525745,5.356925,060.3
315,13566,STORSKREBUKTI,1987.0,PERMANENT,1263,SJØ,SALTVANN,780.0,TN,,60.653361,5.423067,065.5
316,13567,"KNAPPEN,SOLHEIM",1974.0,PERMANENT,1266,SJØ,SALTVANN,780.0,TN,,60.884413,5.459904,067.50
317,13568,STOREVIK,1983.0,PERMANENT,1428,SJØ,SALTVANN,1560.0,TN,,61.477396,5.285581,084.51
318,13570,ULVÆRHOLMEN,1973.0,MIDLERTIDIG,1617,SJØ,SALTVANN,2340.0,TN,,63.596715,9.119765,117.123
319,13573,KISTVIKA,1986.0,PERMANENT,1612,SJØ,SALTVANN,2340.0,TN,,63.380708,9.164458,119.110
320,13581,RAMSTADHOLMEN,1977.0,PERMANENT,1751,SJØ,SALTVANN,3120.0,TN,,64.754988,11.247278,143.11
321,13593,STORFJELL,1981.0,PERMANENT,1865,SJØ,SALTVANN,2340.0,TN,,68.32667,15.206237,178.13
322,12966,LINDVIK,1973.0,PERMANENT,1160,SJØ,SALTVANN,3120.0,TN,,59.475612,5.97945,038.22
323,12978,LYNGHOLMEN,2004.0,PERMANENT,1411,SJØ,SALTVANN,2340.0,TN,,61.01606,5.004452,068.8
324,12980,KLUBBEN,1973.0,PERMANENT,1412,SJØ,SALTVANN,3120.0,TN,,61.17533,4.999187,081.2
325,12982,ALDEØYNA,1981.0,PERMANENT,1428,SJØ,SALTVANN,1560.0,TN,,61.312277,4.772294,084.3
326,12988,AUKRASANDEN,1972.0,PERMANENT,1547,SJØ,SALTVANN,3900.0,TN,,62.783676,6.920443,106.430
327,12993,LAMØYA,1972.0,PERMANENT,1620,SJØ,SALTVANN,3120.0,TN,,63.732585,8.856378,118.12
328,13000,SLÅTTVIKA,1977.0,PERMANENT,1813,SJØ,SALTVANN,4680.0,TN,,65.5237,12.5455,148.52
329,13006,HESTHOLMEN N,1984.0,PERMANENT,1838,SJØ,SALTVANN,1560.0,TN,,67.146207,14.017013,161.53
330,13020,NYGÅRD,1973.0,PERMANENT,1242,SJØ,SALTVANN,2340.0,TN,,60.354515,5.682625,055.4
331,13032,SYLVØYANE,1964.0,PERMANENT,1219,SJØ,SALTVANN,975.0,TN,,59.606885,5.128835,043.3
332,13035,SAUANESET I,1988.0,PERMANENT,1244,SJØ,SALTVANN,2340.0,TN,,60.089051,5.264919,054.2
333,13036,GJENGANE,1973.0,PERMANENT,1244,SJØ,SALTVANN,3120.0,TN,,60.07145,5.30635,054.2
334,13055,LANGØYNA Ø,2004.0,0,1146,SJØ,SALTVANN,3120.0,TN,,59.302032,5.713705,039.12
335,13057,TEIGLAND I,1973.0,PERMANENT,1238,SJØ,SALTVANN,2340.0,TN,,60.182205,5.957568,053.22
336,13058,FUSAVIKA,1973.0,PERMANENT,1241,SJØ,SALTVANN,2340.0,TN,,60.205462,5.616449,055.1
337,13119,HESTEN,1987.0,PERMANENT,2012,SJØ,SALTVANN,2700.0,TN,,70.236911,23.414587,213.30
338,13125,STORVIKA,1973.0,PERMANENT,1837,SJØ,SALTVANN,3120.0,TN,,66.809136,13.2362,160.1
339,13143,BONDEJORDA,2000.0,PERMANENT,2022,SJØ,SALTVANN,2700.0,TN,,70.818004,27.578117,230.52
340,13196,SYLTØY,1969.0,PERMANENT,1245,SJØ,SALTVANN,2340.0,TN,,60.303712,4.967353,057.20
341,13205,BRATTHOLMEN,1984.0,PERMANENT,1412,SJØ,SALTVANN,2340.0,TN,,61.066851,4.716036,081.7
342,13209,BOGNØY,1973.0,PERMANENT,1260,SJØ,SALTVANN,1300.0,TN,,60.604062,5.075676,059.1
343,13220,KALHAG,1973.0,PERMANENT,1130,SJØ,SALTVANN,2340.0,TN,,58.976755,5.936229,032.2
344,13221,NAUTVIK,1986.0,PERMANENT,1141,SJØ,SALTVANN,2340.0,TN,,59.184691,5.950895,034.2
345,13222,KUNES,2002.0,PERMANENT,1141,SJØ,SALTVANN,2340.0,TN,,59.20813,5.954061,034.2
346,13225,KILANESET,2004.0,PERMANENT,1134,SJØ,SALTVANN,780.0,TN,,59.313909,6.266251,035.61
347,13226,VINDSVIK,1986.0,PERMANENT,1133,SJØ,SALTVANN,3600.0,TN,,59.300533,6.32705,035.5
348,13227,ALTANESET,1973.0,PERMANENT,1241,SJØ,SALTVANN,2340.0,TN,,60.247382,5.63924,055.31
349,13229,DJUPEDALEN,1976.0,PERMANENT,1241,SJØ,SALTVANN,780.0,TN,,60.230273,5.673519,055.21
350,13234,KYSNES,1973.0,MIDLERTIDIG,1227,SJØ,SALTVANN,2340.0,TN,,60.199792,6.097189,046.52
351,13236,INDRE OPPEDAL,1979.0,PERMANENT,1411,SJØ,SALTVANN,3120.0,TN,,61.06599,5.565746,069.42
352,13241,ENDAL V,1977.0,MIDLERTIDIG,1438,SJØ,SALTVANN,2600.0,TN,,61.907253,5.465967,086.42
353,13242,JUVIKA B,1977.0,PERMANENT,1438,SJØ,SALTVANN,3120.0,TN,,61.89527,5.633052,086.44
354,13243,SANDVIKA,1984.0,PERMANENT,1519,SJØ,SALTVANN,3120.0,TN,,62.192795,5.907657,094.110
355,13246,VOLDNES,1987.0,PERMANENT,1515,SJØ,SALTVANN,3120.0,TN,,62.210167,5.7884,096.340
356,13254,AUKAN,1973.0,PERMANENT,1554,SJØ,SALTVANN,585.0,TN,,63.060388,7.589373,110.34
357,13271,ALMURDEN,1973.0,PERMANENT,1749,SJØ,SALTVANN,3900.0,TN,,64.434002,10.683713,137.530
358,13284,BOLLHAUGEN,2001.0,MIDLERTIDIG,1827,SJØ,SALTVANN,260.0,TN,,66.112308,12.489883,154.510
359,13291,SOLØYA N,1982.0,PERMANENT,1859,SJØ,SALTVANN,3120.0,TN,,68.003822,13.182275,181.32
360,13296,SANDNES Ø,1981.0,PERMANENT,1866,SJØ,SALTVANN,2340.0,TN,,68.599033,14.94435,185.330
361,13297,KINES,1986.0,PERMANENT,1845,SJØ,SALTVANN,2340.0,TN,,67.447333,15.4865,166.32
362,13305,BARBOGEN,1973.0,PERMANENT,1928,SJØ,SALTVANN,1800.0,TN,,69.367165,17.009143,195.42
363,13306,YSTEVIKA,1986.0,PERMANENT,1913,SJØ,SALTVANN,4500.0,TN,,68.692235,17.051338,189.4
364,12260,JUVIKA,1977.0,PERMANENT,1545,SJØ,SALTVANN,780.0,TN,,62.663448,6.696519,106.320
365,12281,ROGNE,1984.0,PERMANENT,1534,SJØ,SALTVANN,3120.0,TN,,62.666817,6.3548,101.93
366,12298,RØYSA,1984.0,PERMANENT,1532,SJØ,SALTVANN,2340.0,TN,,62.5486,6.13675,101.74
367,12308,BJØRNDAL,1978.0,MIDLERTIDIG,1520,SJØ,SALTVANN,2340.0,TN,,62.273953,6.003447,095.31
368,12348,KÅHOLMEN,1973.0,PERMANENT,1617,SJØ,SALTVANN,3900.0,TN,,63.617585,8.99361,117.11
369,12357,AURSØYSVA,1973.0,PERMANENT,1620,SJØ,SALTVANN,2080.0,TN,,63.799718,8.904592,118.110
370,12361,BUKKHOLMEN S,1972.0,PERMANENT,1620,SJØ,SALTVANN,3900.0,TN,,63.72368,8.8631,118.12
371,12366,RASKJÆRET,1973.0,PERMANENT,1620,SJØ,SALTVANN,2080.0,TN,,63.793391,8.851846,118.110
372,12380,LANGØYA/KVALØYA,1986.0,PERMANENT,1620,SJØ,SALTVANN,2340.0,TN,,63.791097,8.60728,118.230
373,12383,OMSØYHOLMAN,1973.0,PERMANENT,1617,SJØ,SALTVANN,3900.0,TN,,63.62957,8.584172,117.4250
374,12385,LYNGVÆR Ø II,1986.0,PERMANENT,1620,SJØ,SALTVANN,1560.0,TN,,63.80621,8.567418,118.230
375,12392,LILLE TORSØY,1974.0,PERMANENT,1617,SJØ,SALTVANN,5200.0,TN,,63.605633,8.48855,117.41
376,12394,ØRNØYA,1987.0,PERMANENT,1620,SJØ,SALTVANN,3900.0,TN,,63.761128,8.445808,118.230
377,12406,RAUODDEN,1980.0,PERMANENT,1617,SJØ,SALTVANN,1560.0,TN,,63.66516,8.879338,117.4250
378,12407,FLESA,1980.0,PERMANENT,1617,SJØ,SALTVANN,1560.0,TN,,63.645,8.879483,117.426
379,12435,GRØTTINGSØY,1974.0,PERMANENT,1620,SJØ,SALTVANN,5460.0,TN,,63.8772,8.542997,118.3
380,12449,TENNØYA,1974.0,PERMANENT,1620,SJØ,SALTVANN,3900.0,TN,,63.802415,8.433162,118.3
381,12466,BRETTINGEN,1973.0,PERMANENT,1573,SJØ,SALTVANN,5460.0,TN,,63.357333,8.236183,115.10
382,12483,HJORTHOLMAN,1974.0,PERMANENT,1573,SJØ,SALTVANN,4680.0,TN,,63.456893,7.862755,115.31
383,12590,HELLIGHOLMEN,1977.0,PERMANENT,1750,SJØ,SALTVANN,3120.0,TN,,64.838143,10.665543,143.42
384,12599,INDRE SKJERVØY,1973.0,PERMANENT,1633,SJØ,SALTVANN,3900.0,TN,,64.286335,10.306495,137.12
385,12624,FEØYVIKA,1973.0,PERMANENT,1749,SJØ,SALTVANN,5460.0,TN,,64.561,10.917883,137.720
386,12625,BJØRGAN,1973.0,PERMANENT,1749,SJØ,SALTVANN,5460.0,TN,,64.5921,10.90985,137.720
387,12633,LYRNESSET,1977.0,PERMANENT,1749,SJØ,SALTVANN,2340.0,TN,,64.525231,10.74838,137.60
388,12652,KRÅKØYA,1979.0,PERMANENT,1750,SJØ,SALTVANN,3120.0,TN,,65.004295,11.039782,143.42
389,12659,DIGERNESET,1977.0,PERMANENT,1751,SJØ,SALTVANN,3120.0,TN,,64.786125,11.724225,141.210
390,12660,KIPHOLMEN,1982.0,PERMANENT,1751,SJØ,SALTVANN,1560.0,TN,,64.792023,11.680477,141.3
391,12662,TERNSKJÆRET II,1981.0,PERMANENT,1751,SJØ,SALTVANN,2340.0,TN,,64.775485,11.64095,141.120
392,12678,VEDØYA,1982.0,PERMANENT,1748,SJØ,SALTVANN,3120.0,TN,,64.606968,11.355178,140.72
393,12705,SKROSEN,2003.0,PERMANENT,1755,SJØ,SALTVANN,2340.0,TN,,65.120837,11.681167,143.830
394,12712,SLOKKHOLMEN Ø,1977.0,PERMANENT,1755,SJØ,SALTVANN,4680.0,TN,,65.044175,11.486245,143.820
395,12714,GJERDINGA,1979.0,PERMANENT,1751,SJØ,SALTVANN,3900.0,TN,,64.946928,11.458908,143.640
396,12727,KVITNESET,1984.0,PERMANENT,1751,SJØ,SALTVANN,3120.0,TN,,64.968025,11.665157,143.71
397,12730,BÅFJORDEN,1977.0,PERMANENT,1751,SJØ,SALTVANN,1560.0,TN,,64.950328,11.572368,143.552
398,14676,SLAPØYA N,2002.0,PERMANENT,1827,SJØ,SALTVANN,1560.0,TN,,66.153452,12.372683,154.510
399,14795,RINØYVÅG Ø,1981.0,PERMANENT,1851,SJØ,SALTVANN,1560.0,TN,,68.376165,15.76597,177.74
400,14799,DJUPESTALLEN,1973.0,PERMANENT,1223,SJØ,SALTVANN,3120.0,TN,,60.058803,5.451545,054.4
401,15118,KALVØYA,1973.0,PERMANENT,1834,SJØ,SALTVANN,2340.0,TN,,66.393455,12.797611,158.2
402,15196,AGA Ø,1964.0,PERMANENT,1219,SJØ,SALTVANN,2340.0,TN,,59.845318,5.26014,043.1
403,15236,SKULGAMBUKT,1989.0,MIDLERTIDIG,1902,SJØ,SALTVANN,975.0,TN,,69.788981,19.168705,200.30
404,15403,OLDERØY,1972.0,PERMANENT,1412,SJØ,SALTVANN,3900.0,TN,,61.103616,4.712913,081.6
405,15456,EIDESBERGET,1973.0,PERMANENT,1416,SJØ,SALTVANN,1625.0,TN,,61.106279,5.854739,069.82
406,15460,LAHOLMEN,1984.0,PERMANENT,2019,SJØ,SALTVANN,4260.0,TN,,70.894028,25.562764,220.83
407,15461,STORVIKA,1984.0,PERMANENT,2019,SJØ,SALTVANN,4260.0,TN,,70.869773,25.446923,220.82
408,15517,TINNLANDET,1982.0,PERMANENT,2004,SJØ,SALTVANN,3480.0,TN,,70.533686,23.221251,215.6
409,15655,HJARTØY N,1984.0,PERMANENT,1828,SJØ,SALTVANN,1560.0,TN,,66.23606,12.713452,158.53
410,15657,KÅGEN,1982.0,PERMANENT,1941,0,SALTVANN,3600.0,TN,,69.955357,20.746852,206.731
411,15796,BORGARLIFLOT,1986.0,PERMANENT,1134,SJØ,SALTVANN,2340.0,TN,,59.390859,5.928861,038.11
412,15860,KVERNBUKTA V,1986.0,PERMANENT,1928,SJØ,SALTVANN,1800.0,TN,,69.235237,17.087971,195.3
413,15957,LATVIKA,1986.0,PERMANENT,2027,SJØ,SALTVANN,3480.0,TN,,70.062159,29.036718,242.3
414,16015,RUSSELVA,1986.0,PERMANENT,1942,SJØ,SALTVANN,1800.0,TN,,69.887105,20.7707,206.53
415,16216,LØNSKOG,1973.0,PERMANENT,1868,SJØ,SALTVANN,1560.0,TN,,68.863102,15.092138,185.940
416,16255,SKARVFJELL,1986.0,PERMANENT,2030,SJØ,SALTVANN,2700.0,TN,,69.726501,30.408242,247.22
