,nr,navn,etablert,type,komnr,plassering,miljo,kap,mh,midl,lengde,bredde,regine
647,32317,UKJENT,,,,,,,,,61.297917,4.66045,084.3
648,32337,UKJENT,,,,,,,,,61.572067,5.0466,084.91
649,30559,30559,,,,,,,,,60.811883,4.8644,066.2
650,30997,30997,,,,,,,,,64.801733,11.162183,143.140
651,31357,31357,,,,,,,,,64.75085,11.189033,143.120
652,31677,31677,,,,,,,,,62.796267,6.66985,106.1
653,32997,32997,,,,,,,,,68.286667,15.122683,178.13
654,32417,32417,,,,,,,,,60.004583,5.227917,054.2
655,32117,32117,,,,,,,,,59.9332,5.239467,044.52
656,32757,32757,,,,,,,,,60.099417,5.117883,054.1
657,32397,32397,,,,,,,,,67.202633,15.275,163.20
658,32457,32457,,,,,,,,,59.410417,5.218033,040.2
659,32437,32437,,,,,,,,,63.000533,8.325633,112.41
660,32857,32857,,,,,,,,,59.832533,5.07925,043.4
661,32617,32617,,,,,,,,,70.14235,22.893533,211.71
662,32097,32097,,,,,,,,,63.1413,8.21335,113.1
663,32677,32677,,,,,,,,,63.677817,8.666233,118.140
664,32877,32877,,,,,,,,,60.173317,5.293683,056.1
665,32797,32797,,,,,,,,,70.9178,25.00625,220.51
666,32717,32717,,,,,,,,,63.872033,9.769783,134.54
667,32598,32598,,,,,,,,,70.639133,24.573383,218.1
668,12294,Kjerstad,,,,,,,,,62.622367,6.224883,101.91
669,30537,Steinflesa,,,,,,,,,65.1345,11.51565,143.830
670,31077,Tjukkeneset,,,,,,,,,68.474867,17.303933,174.60
671,32057,43 Lyng°ya V-15,,,,,,,,,64.81865,10.935217,143.23
672,32137,4511 Sagen 2,,,,,,,,,60.348383,5.644033,055.53
673,32217,Kvernaneset,,,,,,,,,59.685317,5.4311,039.9
674,32518,Ku°yna,,,,,,,,,60.996983,4.897467,068.8
675,33297,Nye Skorpa,,,,,,,,,66.030933,12.481483,154.22
676,33457,┼nderbakk,,,,,,,,,67.754683,15.704383,168.61
677,34357,Gisl°y N°,,,,,,,,,68.970533,15.264783,185.1140
678,34457,1403 LangÕs,,,,,,,,,70.010583,19.666617,200.2
679,34637,Langholmen,,,,,,,,,68.666383,14.914717,185.41
680,34697,Ïyra,,,,,,,,,70.774767,27.2185,230.4
681,34857,Salatskjµra,,,,,,,,,63.90485,8.589133,118.3
682,34897,Brandsfjorden,,,,,,,,,64.223067,10.279933,136.4
683,34917,Tosen,,,,,,,,,65.249433,12.815283,144.630
684,34997,BJÏRNÏYA,,,,,,,,,67.4164,14.428667,165.4
685,35197,HJ-Hjort°ya,,,,,,,,,64.9848,11.135467,143.410
686,35237,DURM┼LSVIKA,,,,,,,,,69.4334,18.153483,193.7
687,35337,SmÕvµr,,,,,,,,,69.896867,18.486267,197.630
688,35417,14 AGST Sand°ya,,,,,,,,,67.7382,14.75345,169.1
689,11410,11410,,,,,,,,,68.602647,15.363502,178.431
690,12107,12107,,,,,,,,,59.719811,5.857812,042.112
691,16055,16055,,,,,,,,,70.829403,25.248095,220.61
692,14035,14035,,,,,,,,,61.044739,4.791315,081.6
693,12154,12154,,,,,,,,,60.866924,5.5503,067.310
694,31437,Fuglåsen,2014.0,,,,,,,,63.44715,8.167767,115.10
695,33777,1413 Lausklubben,2014.0,,,,,,,,70.02435,29.292183,242.5
696,33797,Hidlekjerringa,2014.0,,,,,,,,59.067283,5.839383,032.42
697,33557,1312-Langskjæra II,2014.0,,,,,,,,63.82245,8.74075,118.230
698,34137,Skårliodden,2014.0,,,,,,,,69.47495,18.065417,194.31
699,34397,Hyseneset,2014.0,,,,,,,,60.861483,4.964867,068.2
700,33997,Næringsbukta,2014.0,,,,,,,,70.659267,22.640933,216.7
701,33998,Klubben,2014.0,,,,,,,,70.66345,22.621733,216.7
702,33617,Gjerde,2014.0,,,,,,,,63.299617,8.4183,116.5
703,33417,Persflua,2014.0,,,,,,,,63.91345,9.826433,134.6
704,34277,MIKKELSØYA,2014.0,,,,,,,,68.65585,14.729617,185.6110
705,33957,1416-Hofsøya,2014.0,,,,,,,,63.722167,8.913317,118.12
706,32497,Daljorda,2014.0,,,,,,,,68.697,14.963383,185.540
707,34057,MOHAMN,2014.0,,,,,,,,69.128833,17.79755,193.4
708,34197,Brennholmen,2014.0,,,,,,,,65.978717,12.16355,154.3
709,32977,MÅREN,2014.0,,,,,,,,61.152667,6.1167,079.510
710,13021,Gaustad,,Matfisk,,Sj°,,,,,62.9830616667,7.33062666667,108.12
711,10224,Korsneset,,Matfisk,,Sj°,,,,,63.1427333333,8.22493333333,113.1
712,12244,Setevika,,Matfisk,,Sj°,,,,,62.729105,6.93406666667,106.310
713,20796,Skarbukta,,Matfisk,,Sj°,,,,,62.59785,7.36771666667,103.11
714,13530,SjÕneset,,Matfisk,,Sj°,,,,,68.9088583333,15.03735,185.950
715,32597,Fjordprakken,2014.0,,,,,,,,63.256517,7.928067,115.2110
716,34037,13 AGST Kråkåsen,2014.0,,,,,,,,67.73985,14.896817,169.210
717,33697,14 AGHS Forrahammaren,2014.0,,,,,,,,63.350433,9.23325,119.330
718,34117,Skåtholmen,2014.0,,,,,,,,60.171767,5.563633,055.1
719,32537,Baltsfjord 32537,2014.0,,,,,,,,69.5463,17.7697,194.1
720,33577,KJEHOLMEN II,2014.0,,,,,,,,58.060083,6.885683,024.28
721,31457,1311 Skarvestein,2014.0,,,,,,,,69.993617,20.71115,206.732
722,32897,Breivika Sør,2014.0,,,,,,,,66.1581,12.682017,154.1
723,34257,LEKAFJORDEN II,2014.0,,,,,,,,65.078783,11.724033,143.81
724,33357,GULLKLAKKEN,2014.0,,,,,,,,63.479217,7.999867,115.31
725,33337,Lyngnes,2014.0,,,,,,,,60.1197,5.720917,053.71
726,34477,45 Nausttaren H-15,,,,,,,,,64.389567,10.512533,137.33
727,34657,Laberget,,,,,,,,,60.750233,5.29845,065.72
728,34677,HESTØYA,,,,,,,,,63.3095,8.115567,115.2110
729,35797,47 Årsethfjorden V-16,,,,,,,,,65.008183,11.746417,143.73
730,32637,Veidnes,,,,,,,,,70.540167,30.136117,237.6
731,34297,Stabben,,,,,,,,,68.400717,16.216983,176.20
732,35597,1613 Follesøy,,,,,,,,,69.915717,20.601417,206.63
733,35737,Sæterosen,,,,,,,,,65.441333,12.44435,148.21
734,35817,STOREVIKA,,,,,,,,,67.185567,14.388433,162.3
735,35838,VENGSØY,,,,,,,,,69.8227,18.51875,197.630
736,35877,EIT - Eiterfjorden,,,,,,,,,64.971633,11.723933,143.72
737,35957,Danielsvika,,,,,,,,,70.671017,24.487233,218.1
738,35318,SORTEVIKA,,,,,,,,,69.0188,17.520067,193.31
739,36017,Sørværet,,,,,,,,,65.88035,11.93045,154.3
740,35997,Kviteberg,,,,,,,,,69.953867,21.88035,209.83
741,36177,SKJELLESVIKA,,,,,,,,,68.911433,16.645133,187.32
742,35477,Makrellskjæret,,,,,,,,,64.549183,10.7341,137.60
743,36037,15H HTTO Klipen,,,,,,,,,66.1336,12.851983,153.5
744,36077,Mollvika,,,,,,,,,68.936533,16.72465,187.5
745,36100,Suholmen,,,,,,,,,63.494933,8.02235,115.31
746,35517,Vadholmen,,,,,,,,,60.695,4.761117,058.1
747,35657,Varden,,,,,,,,,63.635717,9.186467,117.13
748,36117,Matvika,,,,,,,,,67.528,15.359683,167.42
749,36099,Store Kobbøya,,,,,,,,,70.911617,25.32495,220.72
750,36118,Bremnesøya,,,,,,,,,68.823767,15.400217,185.220
751,21795,Skarvhausen,,,,,,,,,68.339717,15.38435,177.820
752,36337,Vardskjæret Sør 36337,,,,,,,,,66.350167,12.469267,158.6
753,17015,Seglberget,,,,,,,,,59.730433,5.788733,042.94
754,34537,Nystølvågen II,,,,,,,,,60.05005,5.794033,053.620
755,36297,Kjeringeholmen,,,,,,,,,61.389967,4.98405,084.21
756,37077,Oksbåsen,,,,,,,,,65.19105,12.6723,144.91
757,37197,Ruggstein,,,,,,,,,63.770083,8.476033,118.230
758,36217,17V HEFO Kalvhylla,,,,,,,,,65.748267,12.540533,149.34
759,36517,Selsøyvær,,,,,,,,,66.5896,12.84965,158.1
760,36737,Hallsteinhamn,,,,,,,,,67.44185,14.71595,165.51
761,36757,Lubben,,,,,,,,,69.936717,19.832183,199.4
762,36778,Havstein Sør,,,,,,,,,66.16405,12.400767,154.510
763,36797,Korsnes,,,,,,,,,69.986917,19.931633,199.4
764,36817,KARISKJÆRET,,,,,,,,,67.38345,14.381967,165.4
765,36457,54 Kvingra H-16 (Fra Skrosen),,,,,,,,,65.203167,11.569,143.830
766,36717,Vindhammarneset,,,,,,,,,69.468417,17.606183,195.7
767,33677,TORVUND,,,,,,,,,61.144667,5.656367,080.30
768,35977,Lian,,,,,,,,,66.55785,13.526233,159.34
769,10652,Vedbotn 10652,,,,,,,,,70.7514,25.636983,222.22
770,33597,Grytøyraholmen,,,,,,,,,61.292783,5.014117,082.20
771,33757,Håbranden,,,,,,,,,63.942,9.133483,118.3
772,37057,Mjøsund,,,,,,,,,68.90805,17.407817,192.2
773,37557,Davatluft 37557,,,,,,,,,70.24665,22.887467,214.2
774,36317,Varholmen,,,,,,,,,65.54905,12.126417,146.4
775,36917,59 Drevflesa H-17,,,,,,,,,64.210933,10.115183,136.4
776,31837,Sørfjorden Stamfiskanlegg,,,,,,,,,67.575483,15.878083,167.21
777,36937,Hallvardsøy,,,,,,,,,69.151367,16.906533,195.12
778,37797,Skjortneset II,,,,,,,,,62.379367,6.889433,098.21
779,38037,Andalsvågen,,,,,,,,,65.5826,12.4032,148.6
780,34717,Eidisholman,,,,,,,,,68.134617,13.867217,180.31
781,38957,Låderskjæret,,,,,,,,,59.194967,5.478617,039.6
782,39197,Kverhelleskjeret,,,,,,,,,60.992133,4.697483,081.7
783,35377,Kveitskjæret,,,,,,,,,63.825033,8.444633,118.3
784,36417,Borvika,,,,,,,,,70.756667,23.4353,216.1
785,38757,Gaukværøy,,,,,,,,,68.612983,14.34655,185.62
786,38797,OLØYA N,,,,,,,,,63.852733,8.591083,118.3
787,35677,Brottøy,,,,,,,,,68.4885,15.125917,179.90
788,37177,72 Djuptaren V19,,,,,,,,,64.769267,10.629017,143.3
789,37297,Larstangen,,,,,,,,,70.084417,20.090417,202.2
790,36257,11806 Mjønes,,,,,,,,,70.106433,19.583867,201.5
791,38857,Vannfjorden 38857,,,,,,,,,71.017783,25.38915,221.3
792,38997,Ilsøya 2,,,,,,,,,63.664567,8.428517,118.210
793,39617,Svanøya 39617,,,,,,,,,63.416633,7.79165,115.31
794,35297,Ådnøy,,,,,,,,,58.91455,6.028583,029.220
795,36138,Flatøyfjorden,,,,,,,,,64.273017,10.246233,137.110
796,38777,HALLARVIK,,,,,,,,,63.647267,8.699267,117.4250
797,32777,Hundbergan,,,,,,,,,69.556883,17.61055,194.1
798,37717,11906-Vassgåsholmen,,,,,,,,,63.592167,9.339833,119.74
799,39477,HUNDVIKA AUST,,,,,,,,,61.872217,5.953667,089.2
800,39377,HUSEVÅGØY,,,,,,,,,61.916333,5.06495,091.14
801,39577,Silda,,,,,,,,,62.015817,5.2099,091.2
802,40017,Stangnes,,,,,,,,,70.511917,23.751883,217.3
803,38877,Jernøya 38877,,,,,,,,,70.80725,25.81915,222.12
804,39657,SKIPPERDALSNESET,,,,,,,,,61.806017,5.0683,090.1
805,39937,Orholmen,,,,,,,,,62.77625,6.78015,106.450
806,39997,HELLIGVÆR Ø,,,,,,,,,67.421533,14.031683,165.4
807,40137,Lønngrunnen,,,,,,,,,63.937283,9.780317,134.6
808,45000,Svartberget,,,,,,,,,70.018767,22.020733,210.31
809,45018,Ny-Hellaren,,,,,,,,,62.739233,6.768683,106.340
810,40357,Nordnesbukta,,,,,,,,,70.721533,23.340933,216.1
811,39777,Ytre Hadseløya,,,,,,,,,68.50135,14.585667,184.4
812,40377,KL-Klampvika,,,,,,,,,65.211033,12.250167,144.210
813,45002,Korsvika 45002,,,,,,,,,66.578467,12.691067,158.8
814,45004,Mulen,,,,,,,,,67.669283,15.198867,168.10
815,45028,Mulnesodden S,,,,,,,,,67.142667,14.27865,161.51
816,40037,Smedholmen,,,,,,,,,59.344617,5.8946,038.52
817,45038,Hundaneset,,,,,,,,,59.308733,6.165483,035.61
818,45017,Bakfjorden,,,,,,,,,70.874833,24.616967,220.2
819,45029,Ramnøya N,,,,,,,,,66.243117,12.29375,154.4
820,45032,YT - Ytterflesa,,,,,,,,,64.972983,11.443517,143.552
821,45003,Ystøya,,,,,,,,,65.7725,12.245217,150.2
822,29896,29896,,,,,,,,,63.176167,8.616817,113.5110
823,29936,29936,,,,,,,,,59.977933,5.775083,053.52
824,30076,30076,,,,,,,,,64.7635,10.807333,143.23
825,30097,30097,,,,,,,,,66.73305,13.331833,159.8110
826,30117,30117,,,,,,,,,69.96165,20.9773,206.72
827,30137,30137,,,,,,,,,63.65805,8.683667,117.4250
828,30156,30156,,,,,,,,,68.005917,15.264333,169.7
829,30177,30177,,,,,,,,,64.893133,11.762833,142.730
830,30216,30216,,,,,,,,,69.1465,17.64565,194.52
831,30217,30217,,,,,,,,,70.132083,20.78955,207.1
832,30236,30236,,,,,,,,,68.911817,16.289533,177.41
833,30377,30377,,,,,,,,,63.099517,7.670333,110.210
834,30518,30518,,,,,,,,,69.491467,17.673067,194.1
835,30560,30560,,,,,,,,,63.86895,9.6204,134.52
836,30897,134.42,,,,,,,,,63.799533,9.440667,134.42
837,30757,194.2,,,,,,,,,69.474333,17.878683,194.2
838,30717,52.322,,,,,,,,,60.414183,6.402,052.322
839,30877,197.61,,,,,,,,,69.7467,18.24865,197.61
840,31117,53.72,,,,,,,,,60.156317,5.713217,053.72
841,31137,211.5,,,,,,,,,70.191717,22.321017,211.50
842,30437,118.3,,,,,,,,,63.8661,8.675683,118.3
843,30257,116.82,,,,,,,,,63.4586,8.954983,116.82
844,30637,171.5,,,,,,,,,68.025067,16.21425,171.5
845,31338,114.13,,,,,,,,,63.26985,8.228283,114.13
846,30977,180.32,,,,,,,,,68.104867,13.790067,180.320
847,30036,34.1,,,,,,,,,59.29365,5.937267,034.1
848,29957,24.17,,,,,,,,,58.056683,7.071583,024.170
849,31038,57.1,,,,,,,,,60.220067,5.21455,057.1
850,31157,57.1,,,,,,,,,60.176883,5.124833,057.1
851,29876,137.6,,,,,,,,,64.523983,10.761667,137.6
852,30157,167.72,,,,,,,,,67.631767,15.26225,167.72
853,31177,177.31,,,,,,,,,68.78005,16.0978,177.31
854,33218,Ukjent,,,,,,,,,9.883383,64.08566700000003,136.130
855,33077,Ukjent,,,,,,,,,5.131732999999998,61.20599999999998,082.112
856,33097,Ukjent,,,,,,,,,20.949650000000013,70.0437499999999,206.74
857,33477,Ukjent,,,,,,,,,15.446582999999993,68.772833,178.610
858,33517,Ukjent,,,,,,,,,24.590566999999975,70.81720000000008,220.12
859,30196,Ukjent,,,,,,,,,5.356066999999999,60.832499999999996,067.10
860,33177,Ukjent,,,,,,,,,9.88575,63.93990000000001,136.110
861,33537,Ukjent,,,,,,,,,10.008916999999999,64.15689999999996,136.4
862,33017,Ukjent,,,,,,,,,6.937666999999997,62.738349999999954,106.310
863,32037,Ukjent,,,,,,,,,12.779417000000006,66.34873299999995,158.6
864,33157,Ukjent,,,,,,,,,12.070533,65.831417,147.1
865,23436,Ukjent,,,,,,,,,4.936283000000001,61.20624999999999,081.10
866,32697,Ukjent,,,,,,,,,14.951633000000008,68.51184999999995,184.2
867,35897,Nye Hessvik,,,,,,,,,60.130183,6.126617,046.51
868,35777,Kvitskjæret,,,,,,,,,66.1008,12.157333,154.4
869,36237,11704 Vorterøya,,,,,,,,,69.96655,20.615283,206.63
870,37217,Dale,,,,,,,,,68.925033,16.3452,187.41
871,37357,Brensholmen 37357,,,,,,,,,69.578367,17.994267,197.51
872,38217,Hardbakkeneset,,,,,,,,,61.016733,4.950517,068.8
873,37237,Børfjorden,,,,,,,,,70.645333,22.694317,216.7
874,37857,SEISKJÆRET,,,,,,,,,65.934283,12.071567,154.3
875,38057,Hamnsundet,,,,,,,,,65.684917,12.3393,148.8
876,33657,Movikodden,,,,,,,,,66.532867,12.888433,158.1
877,34797,Kalvhagan II,,,,,,,,,64.950783,12.0567,142.21
878,38517,Måvær 38517,,,,,,,,,66.477667,12.7355,158.8
879,35617,Mulnesodden,,,,,,,,,67.145433,14.281183,161.51
880,38297,Sør-Gåsvær,,,,,,,,,66.031183,12.02305,154.4
881,36137,Jekteberget,,,,,,,,,68.853217,17.06575,188.1
882,38577,Skreda,,,,,,,,,61.14635,5.08115,081.3
883,38697,Takflua,,,,,,,,,63.980417,9.865033,136.110
884,34617,GRÅØYA,,,,,,,,,63.47635,7.951517,115.31
