År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,10404,796,1255,310,683,13448,12809
2019,10928,785,1251,277,679,13920,13284
2020,11836,791,1239,284,840,14990,14194
