År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,7107,272,571,132,329,8411,8087
2019,7374,279,583,118,353,8707,8360
2020,8046,275,565,132,451,9470,9025
