År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,12738,5514,1433,512,5931,26128,20218
2019,9815,5533,1501,561,6470,23879,17430
2020,12805,5524,1546,607,8164,28647,20504
