,anlegg_nr,anlegg_navn,etat,opprettet,nedlagt,type,kno,adresse,postnr,regine,lon_utl,lat_utl,lon_anl,lat_anl,status
1305,1421AL13,Myrdal,,,,RENSEANLEGG,1421,,,072.2B5Z,7.12213,60.73554,,,
1306,1421AL15,Østerbø Fjellstove As,,,,RENSEANLEGG,1421,,,072.E0,7.50572,60.82838,,,
1307,1424AL00,Årdalstangen 1,,,,RENSEANLEGG,1424,,,074.A,7.69787,61.23624,,,
1308,1424AL08,Seimsdalen RA,,,,RENSEANLEGG,1424,,,074.4A,7.65661,61.24257,,,
1309,1426AL05,Dale (utslepp 1 Døsen,,,,RENSEANLEGG,1426,,,075.52,7.45126,61.43926,,,
1310,1426AL09,Viki Fjordcamping,,,,RENSEANLEGG,1426,,,075.60,7.38593,61.3972,,,
1311,1426AL10,Høyheimsvik,,,,RENSEANLEGG,1426,,,075.60,7.39702,61.40002,,,
1312,1426AL12,BOLSTAD CAMPING,,,,RENSEANLEGG,1426,,,075.4A0,7.60067,61.49476,,,
1313,1426AL19,Skjolden,,,,RENSEANLEGG,1426,,,075.A0,7.59995,61.48981,,,
1314,1426AL20,Hafslo/Solvorn,,,,RENSEANLEGG,1426,,,076.3,7.24991,61.30013,,,
1315,1426AL21,Gaupne,,,,RENSEANLEGG,1426,,,076.10,7.29789,61.39747,,,
1316,1426AL31,Lundshaugen - Josvang,,,,RENSEANLEGG,1426,,,076.2Z,7.26703,61.36296,,,
1317,1428AL00,Herland,,,,RENSEANLEGG,1428,,,084.21,4.90485,61.3566,,,
1318,1428AL01,Kvammen,,,,RENSEANLEGG,1428,,,084.520,5.42846,61.4604,,,
1319,1428AL03,GROV,,,,RENSEANLEGG,1428,,,084.21,5.00969,61.32737,,,
1320,1428AL04,Sauesundet,,,,RENSEANLEGG,1428,,,084.21,5.0289,61.32344,,,
1321,1428AL08,Holmedal,,,,RENSEANLEGG,1428,,,083.421,5.1891,61.35951,,,
1322,1428AL10,Askvoll 1 Presteelva,,,,RENSEANLEGG,1428,,,084.111,5.07451,61.3475,,,
1323,1428AL11,Askvoll II v/Gamlekai,,,,RENSEANLEGG,1428,,,084.112,5.05754,61.34855,,,
1324,1428AL12,Ask,,,,RENSEANLEGG,1428,,,084.111,5.08991,61.34409,,,
1325,1428AL14,Stongfjorden,,,,RENSEANLEGG,1428,,,084.1A,5.17507,61.42832,,,
1326,1429AL00,HAUGLAND HELSESPORTSE,,,,RENSEANLEGG,1429,,,082.510,5.33439,61.33386,,,
1327,1429AL02,Dale Tettstad,,,,RENSEANLEGG,1429,,,082.5A1,5.3945,61.36424,,,
1328,1429AL03,BJERGALANDET,,,,RENSEANLEGG,1429,,,082.510,5.38708,61.36359,,,
1329,1429AL04,Straumsnes,,,,RENSEANLEGG,1429,,,082.42,5.19976,61.33644,,,
1330,1429AL05,Grytøyra,,,,RENSEANLEGG,1429,,,082.20,5.03738,61.28593,,,
1331,1429AL12,Flekke Bustadfelt,,,,RENSEANLEGG,1429,,,082.510,5.35886,61.31888,,,
1332,1430AL01,Perhaugen Bustadfelt,,,,RENSEANLEGG,1430,,,083.2Z,5.74951,61.38544,,,
1333,1430AL03,Kapstadvika (Bygstadh,,,,RENSEANLEGG,1430,,,083.220,5.63932,61.37709,,,
1334,1430AL08,Sande,,,,RENSEANLEGG,1430,,,083.B30,5.78207,61.32207,,,
1335,1430AL09,Eidevik,,,,RENSEANLEGG,1430,,,083.2Z,5.66634,61.37839,,,
1336,1430AL11,Yndestad,,,,RENSEANLEGG,1430,,,083.2Z,5.67363,61.38028,,,
1337,1431AL00,Vassenden,,,,RENSEANLEGG,1431,,,084.D4,6.05959,61.47823,,,
1338,1431AL03,Årdal i Jøster,,,,RENSEANLEGG,1431,,,084.E42,6.36476,61.55689,,,
1339,1431AL10,Skei,,,,RENSEANLEGG,1431,,,087.B1C,6.4945,61.58252,,,
1340,1432AL03,Ulltang Byggefelt,,,,RENSEANLEGG,1432,,,084.621,5.79775,61.4759,,,
1341,1432AL07,Vetreiene Bustadfelt,,,,RENSEANLEGG,1432,,,084.CB,6.05267,61.43226,,,
1342,1433AL03,Naustdal,,,,RENSEANLEGG,1433,,,084.710,5.71884,61.50277,,,
1343,1438AL00,KALVÅG,,,,RENSEANLEGG,1438,,,090.21,4.87883,61.76665,,,
1344,1438AL03,SANDE (C),,,,RENSEANLEGG,1438,,,086.22,5.28219,61.77283,,,
1345,1438AL04,DAVIK,,,,RENSEANLEGG,1438,,,086.44,5.54819,61.88763,,,
1346,1438AL08,Langeneset (HH),,,,RENSEANLEGG,1438,,,086.211,5.25097,61.76433,,,
1347,1438AL09,Langeneset (EE),,,,RENSEANLEGG,1438,,,086.211,5.26321,61.76512,,,
1348,1438AL10,BREIVIKA,,,,RENSEANLEGG,1438,,,086.211,5.26426,61.76425,,,
1349,1438AL11,Hauge,,,,RENSEANLEGG,1438,,,090.22,4.9684,61.8411,,,
1350,1438AL12,NAUSTNESET,,,,RENSEANLEGG,1438,,,086.211,5.28368,61.76837,,,
1351,1438AL13,Sande B,,,,RENSEANLEGG,1438,,,086.22,5.27699,61.77588,,,
1352,1438AL14,SVELGEN SENTRUM,,,,RENSEANLEGG,1438,,,086.211,5.2903,61.76855,,,
1353,1438AL15,ELKEM AS,,,,RENSEANLEGG,1438,,,086.22,5.29743,61.77234,,,
1354,1439AL00,Almenning,,,,RENSEANLEGG,1439,,,089.623,5.23672,61.91179,,,
1355,1439AL01,Skavøypoll,,,,RENSEANLEGG,1439,,,089.624,5.14505,61.91014,,,
1356,1439AL04,Vågsvåg,,,,RENSEANLEGG,1439,,,091.13,5.05046,61.93711,,,
1357,1439AL05,Kvalheim,,,,RENSEANLEGG,1439,,,091.13,5.05221,61.98255,,,
1358,1439AL06,Bryggja,,,,RENSEANLEGG,1439,,,089.621,5.43276,61.9386,,,
1359,1439AL09,Måløy,,,,RENSEANLEGG,1439,,,091.12,5.11361,61.92856,,,
1360,1439AL10,Raudeberg,,,,RENSEANLEGG,1439,,,091.12,5.14367,61.98558,,,
1361,1439AL12,Holvik,,,,RENSEANLEGG,1439,,,091.13,5.07666,61.92618,,,
1362,1439AL13,KAPELLNESET,,,,RENSEANLEGG,1439,,,091.12,5.13808,61.96837,,,
1363,1439AL14,Raudebergstranda,,,,RENSEANLEGG,1439,,,091.12,5.13504,61.97727,,,
1364,1441AL00,FLATRAKET,,,,RENSEANLEGG,1441,,,091.2,5.22721,61.97642,,,
1365,1441AL01,SELJE,,,,RENSEANLEGG,1441,,,091.31,5.34022,62.0422,,,
1366,1441AL02,Leikanger - utslepp U,,,,RENSEANLEGG,1441,,,092.2,5.32022,62.11891,,,
1367,1441AL03,Leikanger - Utslepp U,,,,RENSEANLEGG,1441,,,092.2,5.33592,62.11367,,,
1368,1441AL10,Leikanger - utslepp U,,,,RENSEANLEGG,1441,,,092.2,5.3127,62.1255,,,
1369,1443AL02,Kjølsdalen Sentrum,,,,RENSEANLEGG,1443,,,089.50,5.63269,61.91579,,,
1370,1443AL03,Stårheim Sentrum M.M.,,,,RENSEANLEGG,1443,,,089.422,5.76199,61.91846,,,
1371,1443AL04,Nordfjordeid. Mehl Re,,,,RENSEANLEGG,1443,,,089.41,5.97948,61.91129,,,
1372,1443AL06,Ålundneset,,,,RENSEANLEGG,1443,,,089.422,5.75263,61.91689,,,
1373,1443AL07,Løkjastranda,,,,RENSEANLEGG,1443,,,089.41,5.86354,61.91318,,,
1374,1443AL10,Hundsauneset,,,,RENSEANLEGG,1443,,,089.50,5.64419,61.91518,,,
1375,1443AL11,Torvik Bustadfelt m.m,,,,RENSEANLEGG,1443,,,089.4210,5.79042,61.92003,,,
1376,1443AL12,Haugen sentrum og Hau,,,,RENSEANLEGG,1443,,,089.41,5.89541,61.9184,,,
1377,1444AL00,Grodås 1 (RA 1),,,,RENSEANLEGG,1444,,,089.B80,6.516,61.97235,,,
1378,1444AL03,Gausemel RA3,,,,RENSEANLEGG,1444,,,089.C20,6.53177,61.9897,,,
1379,1445AL00,HYEN,,,,RENSEANLEGG,1445,,,086.8A2,5.91717,61.74011,,,
1380,1445AL04,Elvaneset,,,,RENSEANLEGG,1445,,,087.20,6.19658,61.77173,,,
1381,1445AL07,Reed,,,,RENSEANLEGG,1445,,,087.B2,6.39471,61.73837,,,
1382,1445AL08,Sande Bustadfelt,,,,RENSEANLEGG,1445,,,087.11,6.10829,61.78291,,,
1383,1445AL09,Arnestad Bustadfelt,,,,RENSEANLEGG,1445,,,087.120,6.15963,61.77141,,,
1384,1445AL10,Ryggøyra,,,,RENSEANLEGG,1445,,,087.120,6.12786,61.77659,,,
1385,1449AL00,Svarstad/Faleide,,,,RENSEANLEGG,1449,,,088.33,6.62456,61.8894,,,
1386,1449AL01,Utvik Sa2 (Bruland Bu,,,,RENSEANLEGG,1449,,,087.40,6.49305,61.80506,,,
1387,1449AL02,Sagehaugen Bustadfelt,,,,RENSEANLEGG,1449,,,089.11,6.46793,61.83855,,,
1388,1449AL03,Hildastranda,,,,RENSEANLEGG,1449,,,087.52,6.60039,61.85821,,,
1389,1449AL04,Muristranda,,,,RENSEANLEGG,1449,,,088.12,6.81236,61.84381,,,
1390,1449AL05,Loen Tettstad,,,,RENSEANLEGG,1449,,,088.22,6.84127,61.87373,,,
1391,1449AL07,Rindane. Olden,,,,RENSEANLEGG,1449,,,088.12,6.81502,61.85057,,,
1392,1449AL19,Innvik SA3,,,,RENSEANLEGG,1449,,,087.51,6.61032,61.84892,,,
1393,1449AL20,Stryn Sentrum,,,,RENSEANLEGG,1449,,,088.32,6.69805,61.89919,,,
1394,1636AL26,Løkken,,,,RENSEANLEGG,1636,,,121.B2B,9.70803,63.13295,,,
1395,1636AL27,Å,,,,RENSEANLEGG,1636,,,121.B4,9.74214,62.99276,,,
1396,1636AL28,Storås,,,,RENSEANLEGG,1636,,,121.B12,9.60413,63.09574,,,
1397,1638AL26,Vormstad,,,,RENSEANLEGG,1638,,,121.A3A,9.76836,63.20162,,,
1398,1638AL27,Hoston,,,,RENSEANLEGG,1638,,,121.A3B,9.58633,63.19544,,,
1399,1638AL31,Svorkmo RA,,,,RENSEANLEGG,1638,,,121.B21,9.73585,63.1667,,,
1400,1638AL32,Gammelosen RA,,,,RENSEANLEGG,1638,,,121.21,9.85121,63.31482,,,
1401,1640AL08,Brekken,,,,RENSEANLEGG,1640,,,002.SA0,11.85669,62.64878,,,
1402,1640AL09,Røros,,,,RENSEANLEGG,1640,,,002.QA0,11.36541,62.57023,,,
1403,1640AL34,Glåmos,,,,RENSEANLEGG,1640,,,002.R61,11.42136,62.67217,,,
1404,1644AL01,HALTDALEN,,,,RENSEANLEGG,1644,,,122.F0,11.13696,62.92643,,,
1405,1644AL02,Ålen renseanlegg,,,,RENSEANLEGG,1644,,,122.G10,11.23747,62.84944,,,
1406,1648AL10,MOØYA,,,,RENSEANLEGG,1648,,,122.B5,10.28978,63.04321,,,
1407,1648AL11,BUDAL,,,,RENSEANLEGG,1648,,,122.CB,10.48469,62.88276,,,
1408,1648AL12,SOKNEDAL,,,,RENSEANLEGG,1648,,,122.BB4,10.18281,62.95609,,,
1409,1653AL00,Øysand,,,,RENSEANLEGG,1653,,,122.22,10.218,63.32839,,,
1410,1653AL01,GÅSBAKKEN,,,,RENSEANLEGG,1653,,,121.AAC,9.96915,63.11211,,,
1411,1653AL03,Ler,,,,RENSEANLEGG,1653,,,122.A4Z,10.31302,63.20077,,,
1412,1653AL04,Lundamo,,,,RENSEANLEGG,1653,,,122.AA1,10.27821,63.15323,,,
1413,1653AL36,Hovin,,,,RENSEANLEGG,1653,,,122.B3,10.22788,63.10364,,,
1414,1653AL38,Gåsbakken II,,,,RENSEANLEGG,1653,,,121.AAC,9.98786,63.11458,,,
1415,1657AL38,Lereggen Renseanlegg,,,,RENSEANLEGG,1657,,,122.2A3,10.19647,63.26533,,,
1416,1657AL39,EGGKLEIVA,,,,RENSEANLEGG,1657,,,122.1A,10.05018,63.28304,,,
1417,1662AL00,Brøttemsåsen,,,,RENSEANLEGG,1662,,,123.B20,10.50976,63.25504,,,
1418,1662AL01,Ostangen,,,,RENSEANLEGG,1662,,,123.A81,10.45686,63.31214,,,
1419,1662AL04,VASSFJELLET SKISENTER,,,,RENSEANLEGG,1662,,,123.A721,10.40467,63.26509,,,
1420,1663AL00,BAKKEN,,,,RENSEANLEGG,1663,,,123.4A0,10.76362,63.36702,,,
1421,1663AL01,KARLSTAD,,,,RENSEANLEGG,1663,,,123.4B2,10.77789,63.35517,,,
1422,1663AL02,Sneisen,,,,RENSEANLEGG,1663,,,123.4B4Z,10.80833,63.33055,,,
1423,1663AL03,MALVIK,,,,RENSEANLEGG,1663,,,123.31,10.66169,63.43737,,,
1424,1663AL04,ROTA,,,,RENSEANLEGG,1663,,,123.41,10.76842,63.4289,,,
1425,1663AL05,Midtsand,,,,RENSEANLEGG,1663,,,123.41,10.73457,63.43246,,,
1426,1663AL06,MURUVIK,,,,RENSEANLEGG,1663,,,124.1,10.8259,63.43446,,,
1427,1663AL10,SAKSVIKBUKTA,,,,RENSEANLEGG,1663,,,123.220,10.61658,63.43744,,,
1428,1664AL00,FLORA,,,,RENSEANLEGG,1664,,,123.D4,11.30711,63.11052,,,
1429,1664AL01,Tømra,,,,RENSEANLEGG,1664,,,123.B81Z,11.07562,63.2838,,,
1430,1664AL28,Fossan,,,,RENSEANLEGG,1664,,,123.B810,11.00979,63.26884,,,
1431,1664AL29,Innbygda,,,,RENSEANLEGG,1664,,,123.B83,11.08808,63.24374,,,
1432,1664AL30,FUGLEM,,,,RENSEANLEGG,1664,,,123.B6,10.95007,63.24705,,,
1433,1664AL31,KYLLO,,,,RENSEANLEGG,1664,,,123.C21,11.13129,63.20037,,,
1434,1664AL32,MOSLETT,,,,RENSEANLEGG,1664,,,123.C1,11.12262,63.19062,,,
1435,1664AL33,DRAGSTEN,,,,RENSEANLEGG,1664,,,123.B2A,10.66859,63.28019,,,
1436,1664AL34,Mebonden,,,,RENSEANLEGG,1664,,,123.B83,11.027,63.23152,,,
1437,1665AL00,ÅS,,,,RENSEANLEGG,1665,,,123.EA2,11.66771,63.04265,,,
1438,1665AL01,STUGUDAL,,,,RENSEANLEGG,1665,,,123.ED,11.88145,62.8948,,,
1439,1665AL02,Græsli,,,,RENSEANLEGG,1665,,,123.D811,11.44453,63.05882,,,
1440,1702AL00,Vellamelen,,,,RENSEANLEGG,1702,,,129.220,11.36385,64.10896,,,
1441,1702AL01,Hyllbrua,,,,RENSEANLEGG,1702,,,128.AA6,11.86452,64.00474,,,
1442,1702AL02,SKARPNES,,,,RENSEANLEGG,1702,,,128.3A22,11.58955,63.96323,,,
1443,1702AL03,FØLLING,,,,RENSEANLEGG,1702,,,128.C22,11.59134,64.11495,,,
1444,1702AL04,Moen,,,,RENSEANLEGG,1702,,,128.40,11.35448,64.03459,,,
1445,1702AL12,Binde,,,,RENSEANLEGG,1702,,,128.B5A,11.71455,64.08648,,,
1446,1702AL23,Sunnan,,,,RENSEANLEGG,1702,,,128.B52,11.63483,64.07768,,,
1447,1702AL25,Kvam,,,,RENSEANLEGG,1702,,,128.C22,11.74105,64.13968,,,
1448,1702AL26,Lysheim,,,,RENSEANLEGG,1702,,,128.3A12,11.57934,63.91939,,,
1449,1702AL34,Elram,,,,RENSEANLEGG,1702,,,128.40,11.31855,64.03357,,,
1450,1702AL38,Løesberga,,,,RENSEANLEGG,1702,,,128.3A11,11.49849,64.0029,,,
1451,1702AL39,Røysing,,,,RENSEANLEGG,1702,,,128.AA40,11.65278,64.02535,,,
1452,1703AL00,GULLHOLMSTRANDA rense,,,,RENSEANLEGG,1703,,,140.1,11.44742,64.47215,,,
1453,1703AL04,Klinga Renseanlegg,,,,RENSEANLEGG,1703,,,139.11Z,11.48122,64.41152,,,
1454,1703AL06,Tiendeholmen Renseanl,,,,RENSEANLEGG,1703,,,139.2,11.50365,64.46356,,,
1455,1703AL07,Bangsund Renseanlegg,,,,RENSEANLEGG,1703,,,138.62,11.39482,64.39903,,,
1456,1711AL19,Meråker Sentrumssonen,,,,RENSEANLEGG,1711,,,124.C81,11.73282,63.42344,,,
1457,1714AL00,Sætnan RA,,,,RENSEANLEGG,1714,,,124.A1B,11.02205,63.39474,,,
1458,1714AL14,Hegra ARA,,,,RENSEANLEGG,1714,,,124.A22,11.11223,63.46225,,,
1459,1714AL17,Rømo RA,,,,RENSEANLEGG,1714,,,124.A2Z,11.08819,63.51078,,,
1460,1714AL18,Flornes RA,,,,RENSEANLEGG,1714,,,124.C4,11.36915,63.46051,,,
1461,1714AL19,Skatval RA,,,,RENSEANLEGG,1714,,,124.2A,10.84221,63.50293,,,
1462,1714AL30,SOLHAUGEN,,,,RENSEANLEGG,1714,,,125.11,10.82684,63.52812,,,
1463,1714AL31,Sentrum Ara,,,,RENSEANLEGG,1714,,,124.21,10.91166,63.46781,,,
1464,1714AL35,Forradal ARA,,,,RENSEANLEGG,1714,,,124.AB0,11.36156,63.49492,,,
1465,1717AL00,Ådalen,,,,RENSEANLEGG,1717,,,126.11,10.68001,63.57899,,,
1466,1717AL03,Åtlo,,,,RENSEANLEGG,1717,,,126.12,10.84771,63.6406,,,
1467,1717AL05,Fånes,,,,RENSEANLEGG,1717,,,126.11,10.79242,63.63212,,,
1468,1717AL06,Breivika,,,,RENSEANLEGG,1717,,,126.11,10.71354,63.61079,,,
1469,1717AL07,Storleiret,,,,RENSEANLEGG,1717,,,125.5Z,10.75021,63.57369,,,
1470,1717AL08,Steinan,,,,RENSEANLEGG,1717,,,125.50,10.79731,63.58054,,,
1471,1717AL09,Småland,,,,RENSEANLEGG,1717,,,126.11,10.70488,63.59796,,,
1472,1717AL10,Hammeren,,,,RENSEANLEGG,1717,,,125.50,10.72371,63.56861,,,
1473,1717AL11,Hynne Camping,,,,RENSEANLEGG,1717,,,126.11,10.63756,63.54133,,,
1474,1717AL13,Korsnes Camping,,,,RENSEANLEGG,1717,,,125.50,10.81927,63.58267,,,
1475,1717AL17,Stavseth,,,,RENSEANLEGG,1717,,,126.11,10.82262,63.63506,,,
1476,1804AL19,Morkvedodden,,,,RENSEANLEGG,1804,,,165.20,14.56163,67.27742,,,
1477,1804AL20,Skaug,,,,RENSEANLEGG,1804,,,165.4,14.633,67.386,,,
1478,1804AL23,Misvær,,,,RENSEANLEGG,1804,,,162.7A21,15.00461,67.12487,,,
1479,1804AL24,Lysthushaugen,,,,RENSEANLEGG,1804,,,162.8,15.01621,67.23251,,,
1480,1804AL26,Kapstø,,,,RENSEANLEGG,1804,,,162.4,14.61381,67.23819,,,
1481,1804AL27,Skanseodden,,,,RENSEANLEGG,1804,,,165.20,14.41904,67.26874,,,
1482,1804AL28,Bodøsjøen II,,,,RENSEANLEGG,1804,,,165.20,14.45026,67.26973,,,
1483,1804AL29,Festvåg,,,,RENSEANLEGG,1804,,,165.52,14.77417,67.43655,,,
1484,1804AL30,Ripnes,,,,RENSEANLEGG,1804,,,162.4,14.62513,67.22804,,,
1485,1804AL31,Tuv,,,,RENSEANLEGG,1804,,,162.5,14.61904,67.22069,,,
1486,1805AL00,Herjangen (U1),,,,RENSEANLEGG,1805,,,174.60,17.45318,68.52588,,,
1487,1805AL02,Straumsnes (U5),,,,RENSEANLEGG,1805,,,174.312,17.66287,68.43471,,,
1488,1805AL03,Taraldsvik,,,,RENSEANLEGG,1805,,,174.311A,17.44707,68.44699,,,
1489,1805AL06,"Elvegård, Stongmo (U2",,,,RENSEANLEGG,1805,,,173.8,17.40766,68.25999,,,
1490,1805AL15,Beisfjord,,,,RENSEANLEGG,1805,,,174.22,17.59521,68.37654,,,
1491,1811AL00,"Terråk, Nesset",,,,RENSEANLEGG,1811,,,144.42,12.38946,65.09266,,,
1492,1811AL01,BINDALSEIDET,,,,RENSEANLEGG,1811,,,144.220,12.25884,65.13073,,,
1493,1811AL05,TERRÅK,,,,RENSEANLEGG,1811,,,144.42,12.3615,65.08476,,,
1494,1811AL06,Terråk Vest 2,,,,RENSEANLEGG,1811,,,144.42,12.35937,65.08473,,,
1495,1811AL10,HELSTAD,,,,RENSEANLEGG,1811,,,144.51,12.48277,65.10796,,,
1496,1812AL02,VIK,,,,RENSEANLEGG,1812,,,146.10,12.14312,65.30434,,,
1497,1812AL03,BERG (I),,,,RENSEANLEGG,1812,,,146.310,12.18038,65.36835,,,
1498,1813AL02,Brønnøysund (Sentrum),,,,RENSEANLEGG,1813,,,146.610,12.20273,65.47068,,,
1499,1813AL07,Toft (U9),,,,RENSEANLEGG,1813,,,146.4,12.13791,65.47081,,,
1500,1813AL08,Hommelstø (U10),,,,RENSEANLEGG,1813,,,148.2212,12.55718,65.41085,,,
1501,1813AL09,Skomo (U11),,,,RENSEANLEGG,1813,,,146.50,12.35381,65.47206,,,
1502,1813AL18,Brønnøysund (U1),,,,RENSEANLEGG,1813,,,146.610,12.23571,65.49598,,,
1503,1813AL19,Brønnøysund (U2),,,,RENSEANLEGG,1813,,,146.610,12.21589,65.47901,,,
1504,1813AL20,Brønnøysund (U5),,,,RENSEANLEGG,1813,,,146.610,12.19732,65.4607,,,
1505,1813AL22,Brønnøysund (U6),,,,RENSEANLEGG,1813,,,146.610,12.18227,65.4501,,,
1506,1813AL25,Brønnøysund (U7),,,,RENSEANLEGG,1813,,,146.610,12.182,65.46266,,,
1507,1813AL26,Brønnøysund (U7B),,,,RENSEANLEGG,1813,,,146.610,12.19046,65.47431,,,
1508,1813AL27,Nordhus (U8),,,,RENSEANLEGG,1813,,,146.4,12.17027,65.47124,,,
1509,1813AL28,Brønnøysund-U6A,,,,RENSEANLEGG,1813,,,146.4,12.17535,65.47358,,,
1510,1813AL29,Strømsnes-U18,,,,RENSEANLEGG,1813,,,146.320,12.20334,65.37648,,,
1511,1813AL30,Kalvhaugen-U17,,,,RENSEANLEGG,1813,,,146.320,12.17574,65.38256,,,
1512,1813AL31,Kalvhaugen-U17A,,,,RENSEANLEGG,1813,,,146.320,12.17483,65.38355,,,
1513,1815AL00,Nes/Holand,,,,RENSEANLEGG,1815,,,147.6,11.91058,65.71216,,,
1514,1815AL01,IGERØY (R2),,,,RENSEANLEGG,1815,,,147.1,12.12626,65.68475,,,
1515,1815AL02,YLVINGEN (R3),,,,RENSEANLEGG,1815,,,147.2,12.16096,65.63647,,,
1516,1815AL03,VIKSÅS (R4),,,,RENSEANLEGG,1815,,,147.6,11.87775,65.70129,,,
1517,1816AL00,VEVELSTAD SENTRUM,,,,RENSEANLEGG,1816,,,148.70,12.44864,65.70667,,,
1518,1816AL03,FORVIK M/KORSVIK,,,,RENSEANLEGG,1816,,,148.70,12.46261,65.71431,,,
1519,1816AL06,STOKKASJØEN,,,,RENSEANLEGG,1816,,,149.4,12.55698,65.75738,,,
1520,1818AL01,SILVALEN,,,,RENSEANLEGG,1818,,,154.3,12.28536,65.98487,,,
1521,1820AL03,Segelbergan (R1),,,,RENSEANLEGG,1820,,,150.40,12.58519,66.01233,,,
1522,1820AL04,Stamnesøra (R2),,,,RENSEANLEGG,1820,,,150.40,12.60271,66.01956,,,
1523,1820AL05,Ura (R3),,,,RENSEANLEGG,1820,,,150.40,12.54546,66.00003,,,
1524,1820AL06,Lille Stamnesøra (R4),,,,RENSEANLEGG,1820,,,150.40,12.59596,66.0151,,,
1525,1820AL07,AUSTBØ,,,,RENSEANLEGG,1820,,,150.40,12.43977,65.92827,,,
1526,1820AL09,Søvik,,,,RENSEANLEGG,1820,,,150.40,12.43977,65.92827,,,
1527,1820AL10,Tjøtta,,,,RENSEANLEGG,1820,,,150.2,12.42871,65.81946,,,
1528,1822AL02,LEVANG,,,,RENSEANLEGG,1822,,,153.62,13.38243,66.21871,,,
1529,1822AL03,Leines Boligfelt,,,,RENSEANLEGG,1822,,,153.41,12.69378,66.04452,,,
1530,1822AL05,SUNDØY,,,,RENSEANLEGG,1822,,,153.610,13.38084,66.21886,,,
1531,1822AL27,Bjørsvika,,,,RENSEANLEGG,1822,,,153.320,12.94922,66.0616,,,
1532,1824AL00,Mosjøen Renseanlegg,,,,RENSEANLEGG,1824,,,151.30,13.18671,65.84156,,,
1533,1824AL07,Granmoen,,,,RENSEANLEGG,1824,,,152.2A0,13.21277,65.97402,,,
1534,1824AL09,Landbruksskolen,,,,RENSEANLEGG,1824,,,151.3A4,13.27625,65.85202,,,
1535,1824AL10,kulstad,,,,RENSEANLEGG,1824,,,151.30,13.19143,65.86168,,,
1536,1825AL21,Trofors,,,,RENSEANLEGG,1825,,,151.C0,13.39283,65.53964,,,
1537,1826AL01,Hattfjelldal,,,,RENSEANLEGG,1826,,,151.EA0,13.96431,65.59443,,,
1538,1827AL01,BJØRN (B-U1),,,,RENSEANLEGG,1827,,,154.21,12.58908,66.08082,,,
1539,1827AL04,ÅKER (U1),,,,RENSEANLEGG,1827,,,154.520,12.56919,66.17043,,,
1540,1827AL06,SOLFJELLSJØEN (SO-U1),,,,RENSEANLEGG,1827,,,154.510,12.4856,66.11163,,,
1541,1827AL07,GLEINSVIKA (G-U3),,,,RENSEANLEGG,1827,,,154.21,12.62145,66.16363,,,
1542,1828AL00,Sjåberget 1,,,,RENSEANLEGG,1828,,,157.310,13.02932,66.20266,,,
1543,1828AL01,Sjåberget 2,,,,RENSEANLEGG,1828,,,157.310,13.01759,66.20206,,,
1544,1828AL03,Havneområdet Sør 1,,,,RENSEANLEGG,1828,,,157.310,13.01451,66.19888,,,
1545,1832AL00,BLEIKVASSLI,,,,RENSEANLEGG,1832,,,155.C2,13.79087,65.89555,,,
1546,1832AL01,Korgen Sør/Vest,,,,RENSEANLEGG,1832,,,155.B1,13.82653,66.07528,,,
1547,1832AL03,BJERKA,,,,RENSEANLEGG,1832,,,155.4A0,13.83735,66.15,,,
1548,1832AL04,FINNEIDFJORD (II),,,,RENSEANLEGG,1832,,,155.42,13.77497,66.18458,,,
1549,1832AL05,HEMNESBERGET,,,,RENSEANLEGG,1832,,,155.5,13.62246,66.22102,,,
1550,1832AL06,FINNEIDFJORD (I),,,,RENSEANLEGG,1832,,,156.211,13.78993,66.18924,,,
1551,1833AL01,Hauknes,,,,RENSEANLEGG,1833,,,156.31,14.05488,66.29056,,,
1552,1833AL02,Åga Silanlegg,,,,RENSEANLEGG,1833,,,156.31,14.07715,66.29212,,,
1553,1833AL03,Langnes,,,,RENSEANLEGG,1833,,,156.32,14.11287,66.30331,,,
1554,1833AL04,Alternes Vest,,,,RENSEANLEGG,1833,,,156.41,14.01813,66.3092,,,
1555,1833AL06,Storforshei,,,,RENSEANLEGG,1833,,,156.D2A,14.51406,66.40571,,,
1556,1833AL07,Utskarpen,,,,RENSEANLEGG,1833,,,157.121,13.58158,66.29157,,,
1557,1833AL09,Ytre-Båsmo,,,,RENSEANLEGG,1833,,,156.41,14.10318,66.33123,,,
1558,1833AL11,Dalselv (Nerdal),,,,RENSEANLEGG,1833,,,156.2A,13.98752,66.25049,,,
1559,1833AL12,Moskjæran,,,,RENSEANLEGG,1833,,,156.32,14.12783,66.31548,,,
1560,1833AL13,Mjølan,,,,RENSEANLEGG,1833,,,156.A0,14.142,66.33703,,,
1561,1833AL18,Alternes Øst,,,,RENSEANLEGG,1833,,,156.41,14.02566,66.30768,,,
1562,1834AL00,Tonnes (U1),,,,RENSEANLEGG,1834,,,157.70,13.00762,66.51156,,,
1563,1834AL01,Konsvikosen (U2),,,,RENSEANLEGG,1834,,,157.70,13.09224,66.49333,,,
1564,1834AL03,Sleneset (U4),,,,RENSEANLEGG,1834,,,158.6,12.606,66.36005,,,
1565,1834AL04,Onøy (U5),,,,RENSEANLEGG,1834,,,158.2,12.85522,66.40049,,,
1566,1834AL06,Kvina (U7),,,,RENSEANLEGG,1834,,,157.70,13.17161,66.46839,,,
