,anlegg_nr,anlegg_navn,etat,opprettet,nedlagt,type,kno,adresse,postnr,regine,lon_utl,lat_utl,lon_anl,lat_anl,status
7,0805AL30,Oklungen RA,,,,RENSEANLEGG,,,,016.32,,,,,
17,0301AL32,Kikutstua,,,,RENSEANLEGG,0301,,,006.D22,,,10.655419004,60.0764072934,
18,0904AL05,Drottningborg RA,,,,RENSEANLEGG,0904,,,019.215,,,8.64583401506,58.3461616012,
19,1046AL11,Nye Tonstad renseanlegg,,,,RENSEANLEGG,1046,,,026.D42,,,6.69751439439,58.6624481332,
20,1122AL14,Dirdal/Gilja,,,,RENSEANLEGG,1122,,,030.2A1,,,6.1872571034,58.8330215981,
21,1133AL27,Hjelmeland Vågen Renseanlegg,,,,RENSEANLEGG,1133,,,033.11,,,4.51125611554,0.0,
22,1134AL23,Vanvik slamavskiljar,,,,RENSEANLEGG,1134,,,036.32,,,6.36447175872,59.5440893937,
23,1134AL24,Nesflaten reinseanlegg,,,,RENSEANLEGG,1134,,,036.B90,,,6.81626918749,59.6481239833,
24,1134AL26,Hålandsosen Erfjord,,,,RENSEANLEGG,1134,,,035.712,,,6.23943170822,59.3463905178,
25,1216AL16,Lavunes - Førde Nord,,,,RENSEANLEGG,1216,,,039.9,,,5.4728486689,59.6191059591,
26,1228AL20,Seljestad avløpsrenseanlegg,,,,RENSEANLEGG,1228,,,048.EZ,,,6.61831481422,59.9051238314,
27,1228AL21,Håra avløpsrenseanlegg,,,,RENSEANLEGG,1228,,,036.E4A0,,,6.77225917733,59.8098585953,
28,1231AL37,NÅ,,,,RENSEANLEGG,1231,,,048.21,,,6.57423698125,60.2600003732,
29,1232AL15,Maurset RA,,,,RENSEANLEGG,1232,,,050.C2,,,7.33207913225,60.410912974,
30,1430AL13,Perhaugen renseanlegg,,,,RENSEANLEGG,1430,,,083.2Z,,,5.75200116301,61.3850438361,
31,1515AL14,Tjørvåg,,,,RENSEANLEGG,1515,,,096.310,,,5.73898420361,62.2927787348,
32,1525AL25,Stranda Avløpsrenseanlegg,,,,RENSEANLEGG,1525,,,098.31,,,0.0,0.0,
33,1535AL16,Fiksdal Pekaia,,,,RENSEANLEGG,1535,,,102.410,,,6.85687492918,62.6212381016,
34,1535AL17,Reitbukta Sør Tomrefjord,,,,RENSEANLEGG,1535,,,102.430,,,6.92833826219,62.5817634919,
35,1535AL18,Tresfjord Osholmen Nord,,,,RENSEANLEGG,1535,,,102.61,,,7.12804948005,62.5270249832,
36,1535AL20,"Daugstad, Sætre",,,,RENSEANLEGG,1535,,,102.620,,,7.14713179237,62.5577166759,
37,1535AL21,"Vikebukt, Bakneset",,,,RENSEANLEGG,1535,,,102.620,,,7.14948638032,62.6281393447,
38,1535AL22,Fiksdal Nord,,,,RENSEANLEGG,1535,,,102.410,,,6.85197089793,62.6240722965,
39,1804AL32,Laukeng,,,,RENSEANLEGG,1804,,,162.5,,,14.6127086486,67.2214839046,
40,1804AL33,Hellevik,,,,RENSEANLEGG,1804,,,162.3,,,14.5666202133,67.235933828,
41,0128AL04,Rudskogen,,,,RENSEANLEGG,,,,002.AD0,,,,,
42,0815AL51,Kirkesund renseanlegg,,,,RENSEANLEGG,,,,017.221,,,,,
43,1805AL18,Framneslia,,,,RENSEANLEGG,,,,174.42,,,,,
44,0101AL06,Kornsjø,,,,RENSEANLEGG,101,,,001.1J,11.66896,58.9351,,,
45,0101AL07,Remmendalen,,,,RENSEANLEGG,101,,,001.31Z,11.36011,59.1208,,,
46,0104AL01,Kambo,,,,RENSEANLEGG,104,,,003.20,10.6865,59.47445,,,
47,0105AL00,Alvim Renseanlegg,,,,RENSEANLEGG,105,,,002.A4,11.07577,59.273,,,
48,0105AL16,Isefoss Renseanlegg,,,,RENSEANLEGG,105,,,002.A5A,11.21795,59.3003,,,
49,0105AL20,Stenbekk Renseanlegg,,,,RENSEANLEGG,105,,,002.A2C,11.08921,59.3204,,,
50,0106AL00,Renseanlegg Øra,,,,RENSEANLEGG,106,,,002.12,10.96781,59.18309,,,
51,0106AL10,Lilleng Brukssenter,,,,RENSEANLEGG,106,,,002.2B,10.82278,59.22549,,,
52,0106AL20,Kvernhuset,,,,RENSEANLEGG,106,,,002.2A,10.93642,59.23765,,,
53,0118AL02,Skodsberg,,,,RENSEANLEGG,118,,,001.C5,11.69379,59.20863,,,
54,0119AL06,Bommen,,,,RENSEANLEGG,119,,,001.E32,11.65314,59.47452,,,
55,0119AL07,Grensen,,,,RENSEANLEGG,119,,,314.4B,11.74406,59.48521,,,
56,0121AL01,Rømskog,,,,RENSEANLEGG,121,,,314.B,11.8022,59.7387,,,
57,0124AL01,AHSA Interkommunale r,,,,RENSEANLEGG,124,,,002.B3,11.14841,59.56198,,,
58,0124AL02,Solbergfoss,,,,RENSEANLEGG,124,,,002.B7,11.16375,59.63538,,,
59,0125AL01,Mysen Renseanlegg,,,,RENSEANLEGG,125,,,002.B1A0,11.3162,59.55641,,,
60,0127AL14,Hoel (Meieribyen),,,,RENSEANLEGG,127,,,002.A8,11.16677,59.46196,,,
61,0128AL01,Bodal,,,,RENSEANLEGG,128,,,002.AB0,11.3385,59.41856,,,
62,0128AL02,Kirkeng,,,,RENSEANLEGG,128,,,002.ABA,11.42242,59.35953,,,
63,0128AL03,Østbygda,,,,RENSEANLEGG,128,,,002.AD0,11.46967,59.3802,,,
64,0135AL01,Hestevold renseanlegg,,,,RENSEANLEGG,135,,,003.120,10.79192,59.31496,,,
65,0136AL00,Fuglevik renseanlegg,,,,RENSEANLEGG,136,,,003.17Z,10.66176,59.38405,,,
66,0137AL19,Kasper,,,,RENSEANLEGG,137,,,004.A0,10.80761,59.511,,,
67,0137AL20,Svinndal,,,,RENSEANLEGG,137,,,003.B1C,11.00075,59.43003,,,
68,0138AL01,Elvestad,,,,RENSEANLEGG,138,,,003.D,10.9522,59.62403,,,
69,0138AL02,Ringvoll,,,,RENSEANLEGG,138,,,004.B,10.83943,59.56277,,,
70,0211AL47,Søndre Follo Renseanl,,,,RENSEANLEGG,211,,,004.2,10.67892,59.58862,,,
71,0213AL42,Skotbu,,,,RENSEANLEGG,213,,,003.CZ,10.94549,59.66486,,,
72,0214AL23,Nordre Follo RA,,,,RENSEANLEGG,214,,,005.4B,10.78331,59.7534,,,
73,0215AL35,Frogn,,,,RENSEANLEGG,215,,,004.3,10.64256,59.64207,,,
74,0215AL36,Blylaget,,,,RENSEANLEGG,215,,,005.22,10.70792,59.77596,,,
75,0216AL34,Buhrestua,,,,RENSEANLEGG,216,,,005.22,10.67129,59.86265,,,
76,0216AL37,Fagerstrand,,,,RENSEANLEGG,216,,,005.21,10.58838,59.73435,,,
77,0219AL00,Sollihøgda,,,,RENSEANLEGG,219,,,008.B,10.36904,59.95714,,,
78,0220AL01,Sentralrenseanlegg Ve,,,,RENSEANLEGG,220,,,009.21,10.49842,59.7911,,,
79,0221AL49,Løken Renseanlegg,,,,RENSEANLEGG,221,,,001.H1,11.4851,59.79452,,,
80,0221AL50,Setskog RA,,,,RENSEANLEGG,221,,,001.FC12,11.71239,59.8273,,,
81,0221AL51,Bjørkelangen sentralr,,,,RENSEANLEGG,221,,,001.J4,11.55247,59.86397,,,
82,0226AL67,Rånåsfoss,,,,RENSEANLEGG,226,,,002.D5,11.34228,60.03102,,,
83,0227AL53,Håpets dør,,,,RENSEANLEGG,227,,,002.D21,11.17947,59.9594,,,
84,0227AL57,Dalen,,,,RENSEANLEGG,227,,,002.C5,11.22755,59.87505,,,
85,0229AL03,Flateby,,,,RENSEANLEGG,229,,,002.C6,11.16044,59.83216,,,
86,0231AL18,RA-2 Sentralrenseanle,,,,RENSEANLEGG,231,,,002.CB0,11.03929,59.95177,,,
87,0233AL01,Åneby,,,,RENSEANLEGG,233,,,002.CD2,10.88162,60.08516,,,
88,0233AL02,Rotnes,,,,RENSEANLEGG,233,,,002.CD2,10.88521,60.05143,,,
89,0235AL43,Onsrud,,,,RENSEANLEGG,235,,,002.D2Z,11.28991,60.13179,,,
90,0235AL59,Kløfta,,,,RENSEANLEGG,235,,,002.CAB1,11.10718,60.06208,,,
91,0235AL60,Hauerseter Rep. Sente,,,,RENSEANLEGG,235,,,002.DAA2Z,11.20183,60.18808,,,
92,0235AL62,Nye Gardermoen RA,,,,RENSEANLEGG,235,,,002.CAB1,11.11227,60.16978,,,
93,0236AL07,Fjellfoten,,,,RENSEANLEGG,236,,,002.D5,11.45176,60.10463,,,
94,0237AL77,Bårli,,,,RENSEANLEGG,237,,,002.DAA211,11.26498,60.31905,,,
95,0237AL78,Minnesund,,,,RENSEANLEGG,237,,,002.DB32,11.23964,60.39853,,,
96,0237AL80,Feiring,,,,RENSEANLEGG,237,,,002.DC22,11.16066,60.49415,,,
97,0238AL00,Fagerli,,,,RENSEANLEGG,238,,,002.CAB2,11.0304,60.15759,,,
98,0238AL49,Åsgreina,,,,RENSEANLEGG,238,,,002.CAB2,10.99336,60.17073,,,
99,0239AL74,Hurdal Sentrum,,,,RENSEANLEGG,239,,,002.DAC2,11.06895,60.42645,,,
100,0301AL01,Bekkelaget,,,,RENSEANLEGG,301,,,006.21,10.76701,59.88296,,,
101,0301AL27,Grefsenkollen,,,,RENSEANLEGG,301,,,006.A3,10.80329,59.95881,,,
102,0301AL30,Kobberhaugshytta,,,,RENSEANLEGG,301,,,007.B1,10.66577,60.03786,,,
103,0402AL08,Kongsvinger RA,,,,RENSEANLEGG,402,,,002.F4,11.97045,60.20341,,,
104,0402AL09,Bæreia Krigsinvalideh,,,,RENSEANLEGG,402,,,313.3E,11.9695,60.1503,,,
105,0402AL14,Austmarka RA,,,,RENSEANLEGG,402,,,313.1C3,12.32267,60.09329,,,
106,0412AL04,Apelsvoll (Kise),,,,RENSEANLEGG,412,,,002.DC75,10.80668,60.77424,,,
107,0412AL07,Strandheim Camping,,,,RENSEANLEGG,412,,,002.DC73,10.92208,60.83056,,,
108,0412AL08,Tyrili Bjørkhaugen re,,,,RENSEANLEGG,412,,,002.DD1C,10.63753,61.09749,,,
109,0412AL20,Moelv,,,,RENSEANLEGG,412,,,002.DD1A1,10.69365,60.92194,,,
110,0605AL01,Nakkerud Renseanlegg,,,,RENSEANLEGG,605,,,012.D81,10.05882,60.04297,,,
111,0605AL02,Ringmoen RA,,,,RENSEANLEGG,605,,,012.F52,10.09461,60.35365,,,
112,0605AL32,Hallingby Renseanlegg,,,,RENSEANLEGG,605,,,012.F51,10.17492,60.26855,,,
113,0605AL34,Monserud Renseanlegg,,,,RENSEANLEGG,605,,,012.E0,10.23174,60.14501,,,
114,0605AL35,Sokna Renseanlegg,,,,RENSEANLEGG,605,,,012.DBA1,9.93178,60.23636,,,
115,0605AL98,Solborg familiehjem r,,,,RENSEANLEGG,605,,,012.EA3,10.37276,60.20567,,,
116,0612AL00,Sollihøgda,,,,RENSEANLEGG,612,,,012.D52,10.34145,59.96433,,,
117,0612AL20,Hole,,,,RENSEANLEGG,612,,,012.E0,10.21977,60.11369,,,
118,0615AL01,Flå,,,,RENSEANLEGG,615,,,012.CC10,9.47256,60.43028,,,
119,0615AL04,Brennåsen Renseanlegg,,,,RENSEANLEGG,615,,,012.CB8Z,9.51202,60.34174,,,
120,0615AL05,Fekjan Hyttegrend Ren,,,,RENSEANLEGG,615,,,012.CB82,9.5786,60.37683,,,
121,0615AL06,Høgevarde Renseanlegg,,,,RENSEANLEGG,615,,,012.CB8Z,9.5124,60.33282,,,
122,0615AL10,Reinsjøfjell Øvre,,,,RENSEANLEGG,615,,,012.CC6B,9.19179,60.38559,,,
123,0616AL29,Nesbyen,,,,RENSEANLEGG,616,,,012.CC82,9.11312,60.5727,,,
124,0616AL32,Myking,,,,RENSEANLEGG,616,,,012.CCBB,8.83418,60.53224,,,
125,0617AL01,Granheim Feriesenter,,,,RENSEANLEGG,617,,,012.CDA12,8.7609,60.77755,,,
126,0617AL79,Hallingen,,,,RENSEANLEGG,617,,,012.CD5B,9.01101,60.77117,,,
127,0617AL80,Golsfjellet Avløpsren,,,,RENSEANLEGG,617,,,012.JC2,8.99264,60.83761,,,
128,0618AL00,Tuv,,,,RENSEANLEGG,618,,,012.CDC0,8.47326,60.87608,,,
129,0618AL02,Ulsåk,,,,RENSEANLEGG,618,,,012.CDB4,8.61726,60.84694,,,
130,0618AL11,Grøndalen renseanlegg,,,,RENSEANLEGG,618,,,012.CDBAA,8.4356,60.92261,,,
131,0618AL12,Trøim,,,,RENSEANLEGG,618,,,012.CDB31,8.56924,60.86026,,,
132,0619AL01,Rødungen,,,,RENSEANLEGG,619,,,012.CED1,8.25373,60.7096,,,
133,0619AL02,Skarslia Ra,,,,RENSEANLEGG,619,,,012.CEC2,8.29419,60.67916,,,
134,0619AL50,Torpo,,,,RENSEANLEGG,619,,,012.CE30,8.73151,60.66525,,,
135,0620AL01,Sudndalen,,,,RENSEANLEGG,620,,,012.CFC6,8.02625,60.65198,,,
136,0620AL08,Hol Renseanlegg,,,,RENSEANLEGG,620,,,012.CFA3,8.29481,60.61578,,,
137,0620AL09,Geilo,,,,RENSEANLEGG,620,,,012.CG1Z,8.24538,60.54188,,,
138,0620AL44,Hovet RA,,,,RENSEANLEGG,620,,,012.CFB110,8.174,60.62496,,,
139,0620AL45,Ustaoset RA,,,,RENSEANLEGG,620,,,012.CH1,8.04254,60.49748,,,
140,0620AL46,Dagali Renseanlegg,,,,RENSEANLEGG,620,,,015.N3,8.44449,60.41087,,,
141,0621AL00,Nerstad,,,,RENSEANLEGG,621,,,012.BA3,9.73584,60.00251,,,
142,0621AL01,Eggedal,,,,RENSEANLEGG,621,,,012.BE0,9.3538,60.24141,,,
143,0621AL38,Prestfoss,,,,RENSEANLEGG,621,,,012.BA3,9.6427,60.04413,,,
144,0621AL40,Haglebu,,,,RENSEANLEGG,621,,,012.BF,9.18566,60.33738,,,
145,0621AL48,Enger renseanlegg,,,,RENSEANLEGG,621,,,012.BC22,9.44294,60.14193,,,
146,0622AL53,Noresund,,,,RENSEANLEGG,622,,,012.CB1,9.62013,60.18072,,,
147,0622AL55,Krøderen,,,,RENSEANLEGG,622,,,012.CB1,9.78281,60.12329,,,
148,0623AL20,Bårud,,,,RENSEANLEGG,623,,,012.C1,9.92043,59.89806,,,
149,0623AL53,Elvika Renseanlegg,,,,RENSEANLEGG,623,,,012.D12,9.95988,59.92975,,,
150,0623AL54,Sysle Renseanlegg,,,,RENSEANLEGG,623,,,012.CA3,9.91143,59.98673,,,
151,0624AL41,Hokksund,,,,RENSEANLEGG,624,,,012.A4,9.91887,59.77052,,,
152,0624AL75,Skotselv,,,,RENSEANLEGG,624,,,012.B4A11,9.89388,59.83882,,,
153,0625AL00,Mjøndalen,,,,RENSEANLEGG,625,,,012.A2,10.02813,59.75018,,,
154,0626AL10,Bergfløtt,,,,RENSEANLEGG,626,,,011.A0,10.20468,59.79862,,,
155,0626AL58,Sylling Renseanlegg,,,,RENSEANLEGG,626,,,012.D52,10.29396,59.89476,,,
156,0626AL61,Linnes Renseanlegg,,,,RENSEANLEGG,626,,,011.A0,10.28835,59.74977,,,
157,0626AL62,Sjåstad RA (Etter Omb,,,,RENSEANLEGG,626,,,011.AA,10.21935,59.85865,,,
158,0627AL01,Åros Renseanlegg,,,,RENSEANLEGG,627,,,009.A0,10.50708,59.70658,,,
159,0627AL62,Lahell Renseanlegg,,,,RENSEANLEGG,627,,,011.3,10.31573,59.72211,,,
160,0628AL01,Rulleto,,,,RENSEANLEGG,628,,,010.21,10.57967,59.54944,,,
161,0628AL02,Storsand ra,,,,RENSEANLEGG,628,,,010.1,10.60382,59.64291,,,
162,0412AL38,Kylstad,,,,RENSEANLEGG,412,,,002.DC5B,11.04518,60.86321,,,
163,0412AL40,Lismarka,,,,RENSEANLEGG,412,,,002.DD1C,10.62313,61.0682,,,
164,0412AL41,Brøttum,,,,RENSEANLEGG,412,,,002.DD3,10.55668,61.02416,,,
165,0412AL42,Nes,,,,RENSEANLEGG,412,,,002.DC75,10.92859,60.76023,,,
166,0412AL47,Veslelien,,,,RENSEANLEGG,412,,,002.DC72,10.8504,60.93265,,,
167,0412AL48,Brumund,,,,RENSEANLEGG,412,,,002.DC7B0,10.97774,60.94413,,,
168,0415AL01,Budor RA,,,,RENSEANLEGG,415,,,002.DC3BZ,11.29323,60.94705,,,
169,0415AL02,Rokosjøen Camping,,,,RENSEANLEGG,415,,,002.DC3CB,11.44145,60.78931,,,
170,0415AL03,Villmarksporten campi,,,,RENSEANLEGG,415,,,002.DC3C0,11.3876,60.85585,,,
171,0417AL03,Malungen gjestegård,,,,RENSEANLEGG,417,,,002.EF,11.5003,60.57758,,,
172,0417AL04,HIAS IKS,,,,RENSEANLEGG,417,,,002.DC34,11.07827,60.76653,,,
173,0417AL44,Bottenfjellet,,,,RENSEANLEGG,417,,,002.DC3C0,11.36058,60.73925,,,
174,0417AL46,Strandlykkja,,,,RENSEANLEGG,417,,,002.DC12,11.24305,60.51266,,,
175,0418AL02,Mo,,,,RENSEANLEGG,418,,,002.EB3A0,11.63383,60.4266,,,
176,0418AL03,Sand,,,,RENSEANLEGG,418,,,002.EB32,11.54748,60.38828,,,
177,0419AL46,Skarnes renseanlegg,,,,RENSEANLEGG,419,,,002.E7,11.67499,60.24756,,,
178,0420AL48,Skotterud,,,,RENSEANLEGG,420,,,313.3A0,12.12813,59.98291,,,
179,0420AL49,Magnor,,,,RENSEANLEGG,420,,,313.3A0,12.20193,59.94273,,,
180,0420AL51,BØRRUD,,,,RENSEANLEGG,420,,,313.3AA0,12.07654,59.98721,,,
181,0420AL52,Åbogen Renseanlegg,,,,RENSEANLEGG,420,,,313.3C,12.11715,60.11083,,,
182,0423AL00,FINNSKOGTOPPEN HELSET,,,,RENSEANLEGG,423,,,312.1A,12.5476,60.39117,,,
183,0423AL08,Svulrya jordrenseanle,,,,RENSEANLEGG,423,,,312.1A,12.46881,60.44676,,,
184,0423AL51,KIRKENÆR,,,,RENSEANLEGG,423,,,002.G1A,12.04723,60.45012,,,
185,0423AL52,GRINDER,,,,RENSEANLEGG,423,,,002.G10,12.03884,60.40105,,,
186,0425AL00,Søgårdshaugen,,,,RENSEANLEGG,425,,,002.H1AB,11.98824,60.69106,,,
187,0425AL02,KAFE FINNSKOG,,,,RENSEANLEGG,425,,,002.GAB0,12.38173,60.70422,,,
188,0425AL53,Berg-Kvisler,,,,RENSEANLEGG,425,,,002.G8,12.01097,60.55755,,,
189,0425AL54,Skalbukilen,,,,RENSEANLEGG,425,,,002.GA4,12.20354,60.66647,,,
190,0425AL58,HOVELSÅSEN EIENDOM (Å,,,,RENSEANLEGG,425,,,002.H21,11.92323,60.57031,,,
191,0425AL59,Flisa,,,,RENSEANLEGG,425,,,002.H11,12.01975,60.59553,,,
192,0426AL00,RANUM,,,,RENSEANLEGG,426,,,002.H1B,11.90828,60.70855,,,
193,0426AL58,VÅLER,,,,RENSEANLEGG,426,,,002.H12,11.8435,60.64975,,,
194,0427AL03,SØRSKOGBYGDA,,,,RENSEANLEGG,427,,,002.H3B,11.77165,60.93755,,,
195,0427AL58,Elverum,,,,RENSEANLEGG,427,,,002.H5,11.57058,60.85551,,,
196,0428AL00,Nybergsund,,,,RENSEANLEGG,428,,,311.B32,12.33352,61.25483,,,
197,0428AL02,Jordet,,,,RENSEANLEGG,428,,,311.D0,12.14457,61.41806,,,
198,0428AL03,Søre Osen,,,,RENSEANLEGG,428,,,002.JBB11,11.97554,61.10777,,,
199,0428AL04,Tørberget,,,,RENSEANLEGG,428,,,311.2CZ,12.11038,61.13255,,,
200,0428AL60,Innbygda,,,,RENSEANLEGG,428,,,311.B32,12.27319,61.30277,,,
201,0428AL61,Østby,,,,RENSEANLEGG,428,,,311.AC,12.52378,61.24928,,,
202,0429AL00,OSNESET,,,,RENSEANLEGG,429,,,002.JBC0,11.76783,61.30103,,,
203,0429AL01,Rena Rensepark,,,,RENSEANLEGG,429,,,002.K11,11.36703,61.17463,,,
204,0430AL00,EVENSTAD - HØGSK. HED,,,,RENSEANLEGG,430,,,002.K7,11.13909,61.4061,,,
205,0430AL01,STAI,,,,RENSEANLEGG,430,,,002.L20,11.05225,61.4959,,,
206,0430AL27,KOPPANG,,,,RENSEANLEGG,430,,,002.L32,11.00542,61.60032,,,
207,0432AL00,Hanestad,,,,RENSEANLEGG,432,,,002.M3,10.87076,61.8366,,,
208,0432AL01,Renåvangen,,,,RENSEANLEGG,432,,,002.JDAZ,11.38366,61.7258,,,
209,0432AL09,Lia Gård,,,,RENSEANLEGG,432,,,002.JD4,11.18018,61.5653,,,
210,0432AL15,Bergset,,,,RENSEANLEGG,432,,,002.JE8,11.07919,61.88478,,,
211,0432AL16,Åkrestrømmen,,,,RENSEANLEGG,432,,,002.JD32,11.19861,61.69253,,,
212,0432AL98,Kærnesmoa Rensepark,,,,RENSEANLEGG,432,,,002.JE1,11.21793,61.72455,,,
213,0434AL00,Drevsjø,,,,RENSEANLEGG,434,,,310.C,12.0345,61.87925,,,
214,0434AL62,ENGERDAL,,,,RENSEANLEGG,434,,,311.DC4,11.96493,61.75529,,,
215,0434AL63,ELGÅ RENSEPARK,,,,RENSEANLEGG,434,,,002.H5,11.55929,60.88134,,,
216,0436AL00,Vingelen renseanlegg9,,,,RENSEANLEGG,436,,,002.P40,10.90076,62.38123,,,
217,0436AL01,TOLGA,,,,RENSEANLEGG,436,,,002.P3,10.99483,62.40707,,,
218,0437AL00,Savalen,,,,RENSEANLEGG,437,,,002.N2B,10.52284,62.31007,,,
219,0437AL63,YSET,,,,RENSEANLEGG,437,,,121.E82,10.30935,62.56706,,,
220,0437AL64,Fåset,,,,RENSEANLEGG,437,,,002.N4,10.66486,62.25814,,,
221,0438AL01,Alvdal,,,,RENSEANLEGG,438,,,002.N11,10.63011,62.10683,,,
222,0439AL00,Brattbakken Rensepark,,,,RENSEANLEGG,439,,,002.ME0,10.01961,62.1158,,,
223,0439AL08,Dalholen Rensepark,,,,RENSEANLEGG,439,,,002.ME0,9.79134,62.18193,,,
224,0441AL00,Os Renseanlegg,,,,RENSEANLEGG,441,,,002.Q111,11.21189,62.4956,,,
225,0441AL01,Dalsbygda Renseanlegg,,,,RENSEANLEGG,441,,,002.PA1,11.11926,62.51724,,,
226,0501AL51,Lillehammer Renseanle,,,,RENSEANLEGG,501,,,002.DD51,10.46516,61.09629,,,
227,0502AL00,Furuodden Camping,,,,RENSEANLEGG,502,,,002.DD42,10.45622,61.02276,,,
228,0502AL01,Stranda Camping,,,,RENSEANLEGG,502,,,002.DD42,10.45079,61.02551,,,
229,0502AL05,Rambekk,,,,RENSEANLEGG,502,,,002.DC63,10.70401,60.77738,,,
230,0511AL00,Dovreskogen Camping,,,,RENSEANLEGG,511,,,002.DJ6A,9.25736,61.95416,,,
231,0511AL01,Furuhaugli Turisthytt,,,,RENSEANLEGG,511,,,002.MG,9.36655,62.15678,,,
232,0511AL06,Hjelleseter,,,,RENSEANLEGG,511,,,002.DJ7A,9.20392,62.08845,,,
233,0511AL07,Faksfall Camping,,,,RENSEANLEGG,511,,,002.DK0,9.01797,62.04371,,,
234,0511AL08,Dovregubbens Hall,,,,RENSEANLEGG,511,,,002.MF5,9.42443,62.17906,,,
235,0511AL09,Toftemo Turiststasjon,,,,RENSEANLEGG,511,,,002.DJ71,9.2234,62.00269,,,
236,0511AL12,Dovreskogen Gjestegår,,,,RENSEANLEGG,511,,,002.DJ61,9.36173,61.91353,,,
237,0511AL13,Dovre Motell og Dovre,,,,RENSEANLEGG,511,,,002.DJ62,9.24635,61.98324,,,
238,0511AL59,Dombås,,,,RENSEANLEGG,511,,,002.DJ7A,9.10173,62.08245,,,
239,0511AL60,Dovreskogen,,,,RENSEANLEGG,511,,,002.DJ61,9.33849,61.92083,,,
240,0511AL61,Dovre,,,,RENSEANLEGG,511,,,002.DJ530,9.24567,61.98479,,,
241,0511AL62,Hjerkinn,,,,RENSEANLEGG,511,,,002.MF1,9.56538,62.21895,,,
242,0512AL04,Lesjaverk,,,,RENSEANLEGG,512,,,002.DL,8.54027,62.18882,,,
243,0512AL05,Holsethmoen,,,,RENSEANLEGG,512,,,002.DKA,8.66063,62.12938,,,
244,0512AL59,Bjorli,,,,RENSEANLEGG,512,,,103.C1,8.24623,62.23133,,,
245,0513AL00,Dønfoss,,,,RENSEANLEGG,513,,,002.DHE0,8.10136,61.91375,,,
246,0513AL02,Pollfoss Turistheim,,,,RENSEANLEGG,513,,,002.DHF32,7.90171,61.95943,,,
247,0513AL06,Øyberg Sæter,,,,RENSEANLEGG,513,,,002.DHH0,7.76597,62.01529,,,
248,0513AL61,Bismo,,,,RENSEANLEGG,513,,,002.DHE0,8.27159,61.87903,,,
249,0513AL62,Aurmo,,,,RENSEANLEGG,513,,,002.DHD0,8.34957,61.88104,,,
250,0514AL05,Glitterheim Turiststa,,,,RENSEANLEGG,514,,,002.DGDC3,8.63412,61.62356,,,
251,0514AL08,Sognefjell Turisthytt,,,,RENSEANLEGG,514,,,075.CC1D,7.99655,61.56739,,,
252,0514AL09,Juvasshytta,,,,RENSEANLEGG,514,,,002.DHBAZ,8.37661,61.67335,,,
253,0514AL10,Jotunheimen Fjellstue,,,,RENSEANLEGG,514,,,002.DHBD,8.14646,61.66178,,,
254,0514AL12,Spiterstulen Turistho,,,,RENSEANLEGG,514,,,002.DHBAZ,8.404,61.62454,,,
255,0514AL13,Leirvassbu Fjellstue,,,,RENSEANLEGG,514,,,002.DHBBZ,8.24552,61.54879,,,
256,0514AL16,Brimi Fjellstugu,,,,RENSEANLEGG,514,,,002.DHB2C,8.91082,61.80895,,,
257,0514AL17,Galdesand,,,,RENSEANLEGG,514,,,002.DHBB0,8.35288,61.72396,,,
258,0514AL18,Røisheim,,,,RENSEANLEGG,514,,,002.DHBB0,8.38173,61.74788,,,
259,0514AL54,Garmo,,,,RENSEANLEGG,514,,,002.DHB40,8.81,61.85193,,,
260,0515AL07,Skogbygda,,,,RENSEANLEGG,515,,,002.DHAA0,8.98793,61.91382,,,
261,0515AL10,Bessheim Fjellstue,,,,RENSEANLEGG,515,,,002.DGF51,8.85716,61.51535,,,
262,0515AL60,Lalm,,,,RENSEANLEGG,515,,,002.DHA5,9.2752,61.81767,,,
263,0516AL00,"Slangen Seter, Skåbu",,,,RENSEANLEGG,516,,,002.DFBA3,9.34916,61.47817,,,
264,0516AL03,"Bøygen Camping, Vinst",,,,RENSEANLEGG,516,,,002.DG10,9.74064,61.59959,,,
265,0516AL63,Vinstra,,,,RENSEANLEGG,516,,,002.DF73,9.76469,61.58674,,,
266,0516AL64,Kvam,,,,RENSEANLEGG,516,,,002.DG10,9.70491,61.66367,,,
267,0516AL66,Skåbu RA,,,,RENSEANLEGG,516,,,002.DFB32,9.40097,61.52076,,,
268,0517AL01,Faukstad,,,,RENSEANLEGG,517,,,002.DGA1,9.44504,61.70341,,,
269,0517AL65,Otta,,,,RENSEANLEGG,517,,,002.DH0,9.55437,61.74771,,,
270,0517AL66,Bjølstadmo,,,,RENSEANLEGG,517,,,002.DGAA,9.31876,61.75073,,,
271,0517AL67,Høvringen,,,,RENSEANLEGG,517,,,002.DJ3B,9.45673,61.89046,,,
272,0519AL00,Gudbrandsdal Leirskol,,,,RENSEANLEGG,519,,,002.DDEB,9.9284,61.41844,,,
273,0519AL01,Dalseter Høyfjellshot,,,,RENSEANLEGG,519,,,002.DFB6B,9.46074,61.47021,,,
274,0519AL03,Ruten Fjellstue,,,,RENSEANLEGG,519,,,002.DFB6B,9.4514,61.47338,,,
275,0520AL66,Ringebu,,,,RENSEANLEGG,520,,,002.DF1A2,10.13701,61.52577,,,
276,0520AL67,Fåvang,,,,RENSEANLEGG,520,,,002.DEA0,10.19357,61.45416,,,
