År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,41082,8632,4845,1163,21780,77503,55764
2019,42709,8649,4887,1159,23419,80823,57446
2020,46605,8641,4947,1241,30333,91768,61477
