År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,1976,33,150,39,101,2298,2198
2019,2313,33,153,28,106,2634,2529
2020,2461,33,152,31,141,2818,2677
