År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,3290,185,514,98,180,4267,4092
2019,3545,185,474,86,149,4439,4295
2020,3787,185,493,84,198,4747,4554
