År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,0,429,1466,63,291,2250,2027
2019,0,423,1563,51,352,2389,2106
2020,0,427,1492,44,384,2348,2032
