År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,1736,35,206,21,57,2055,1999
2019,1827,35,202,27,46,2138,2093
2020,1911,35,213,18,63,2240,2179
