År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,14879,629,1693,128,7239,24568,17338
2019,15664,629,1626,27,7948,25894,17956
2020,17628,629,1602,88,10419,30366,19957
