År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,964,60,138,25,45,1231,1188
2019,1290,59,148,24,47,1569,1523
2020,1148,59,139,28,59,1433,1375
