År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,843,856,1102,75,6817,9692,2901
2019,628,855,1114,60,6738,9395,2682
2020,1012,855,1330,120,8451,11769,3343
