År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,11404,544,1162,465,6594,20170,13581
2019,13390,544,1171,491,7007,22603,15602
2020,14286,544,1180,515,9373,25898,16531
