År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,3256,522,680,178,353,4990,4674
2019,3513,504,663,159,326,5165,4877
2020,3733,514,671,152,388,5457,5107
