År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,3614,3965,1468,313,5216,14577,9385
2019,4260,3965,1440,292,4519,14476,9981
2020,4120,3966,1697,288,6099,16170,10095
