År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,622,98,243,68,41,1072,1034
2019,736,98,210,51,36,1131,1099
2020,708,98,212,57,46,1122,1079
