År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,19133,7077,3943,509,18434,49096,30702
2019,20615,7077,3898,491,15460,47541,32121
2020,22022,7077,4421,518,20683,54721,34078
