År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,793,42,51,6,67,959,893
2019,884,42,47,4,53,1030,977
2020,997,42,52,4,70,1167,1096
