År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,0,8872,5103,463,6079,20516,14607
2019,0,8712,5345,429,6237,20723,14656
2020,0,8805,5144,367,6735,21052,14486
