År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,4611,1467,411,12,5048,11549,6502
2019,5128,1467,399,12,4090,11097,7008
2020,5797,1467,453,16,5376,13109,7734
