År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,2197,160,157,65,91,2670,2582
2019,1695,167,159,64,98,2183,2088
2020,2211,163,162,67,120,2724,2606
