År,Akvakultur,Jordbruk,Avløp,Industri,Bakgrunn,Totalt,Menneskeskapt
2018,60256,29006,17699,2870,55995,165825,110186
2019,63379,28846,18039,2781,55107,168152,113400
2020,68643,28935,18660,2851,69447,188537,119446
